"행정구역별(읍면동)",2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018
"행정구역별(읍면동)",총인구 (명),남자 (명),여자 (명),내국인-계 (명),내국인-남자 (명),내국인-여자 (명),외국인-계 (명),외국인-남자 (명),외국인-여자 (명),가구-계 (가구),일반가구 (가구),집단가구 (가구),외국인가구 (가구),주택-계 (호),단독주택 (호),아파트 (호),연립주택 (호),다세대주택 (호),비거주용 건물내 주택 (호),주택이외의 거처 (호)
"서산시",174177,90379,83798,167968,86869,81099,6209,3510,2699,70402,68462,69,1871,71380,23252,40666,2097,4584,781,1427
"논산시",122843,61625,61218,117352,58763,58589,5491,2862,2629,50262,48759,83,1420,48060,28210,16625,1234,1279,712,1687
"계룡시",41557,20621,20936,41322,20520,20802,235,101,134,14971,14905,12,54,16174,1425,14064,260,380,45,375
"당진시",169965,90747,79218,161999,85437,76562,7966,5310,2656,69395,67159,100,2136,63534,23062,33414,2276,3988,794,2231
"금산군",55015,27627,27388,52184,26171,26013,2831,1456,1375,23434,22889,66,479,22957,16039,4909,588,1046,375,1107
"부여군",66527,32997,33530,64769,32053,32716,1758,944,814,28605,28265,37,303,29848,22551,4978,910,898,511,813
"서천군",52604,26272,26332,50793,24951,25842,1811,1321,490,23167,22804,30,333,24799,18519,3548,1248,1045,439,703
"청양군",31181,15739,15442,30335,15328,15007,846,411,435,13683,13493,16,174,14016,11472,1617,269,478,180,484
"홍성군",103044,51478,51566,99880,49379,50501,3164,2099,1065,42564,41721,49,794,43509,20212,19685,822,2029,761,1564
"예산군",79136,40273,38863,76004,38170,37834,3132,2103,1029,33392,32641,65,686,35389,20764,10467,1300,2333,525,1117
"태안군",60948,31253,29695,59188,30031,29157,1760,1222,538,26874,26406,31,437,27478,16996,6857,1016,2044,565,1028
"전라북도",1818157,907683,910474,1779026,886532,892494,39131,21151,17980,743341,732980,711,9650,712850,282342,389225,15941,14723,10619,17175
"읍부",158711,79872,78839,153766,77233,76533,4945,2639,2306,63803,62597,96,1110,61786,30265,26684,2426,1317,1094,2261
"면부",368494,184244,184250,357633,177844,179789,10861,6400,4461,165627,163308,246,2073,176975,157455,14341,1724,1273,2182,6661
"동부",1290952,643567,647385,1267627,631455,636172,23325,12112,11213,513911,507075,369,6467,474089,94622,348200,11791,12133,7343,8253
"전주시",658912,325610,333302,649368,321103,328265,9544,4507,5037,258777,255604,165,3008,224576,42055,167709,4752,7107,2953,3253
"완산구",348108,170114,177994,344000,168177,175823,4108,1937,2171,138434,137053,97,1284,118653,21421,90867,2254,2577,1534,1705
"덕진구",310804,155496,155308,305368,152926,152442,5436,2570,2866,120343,118551,68,1724,105923,20634,76842,2498,4530,1419,1548
"군산시",272204,139076,133128,264977,134448,130529,7227,4628,2599,110467,108539,92,1836,112370,29338,75568,4264,1376,1824,2488
"익산시",294787,147902,146885,288139,144492,143647,6648,3410,3238,120215,118435,113,1667,115281,35201,72426,2264,3360,2030,2421
"정읍시",108271,53890,54381,104996,51936,53060,3275,1954,1321,46191,45514,66,611,46980,26424,18801,558,438,759,1548
"남원시",78487,38400,40087,77190,37844,39346,1297,556,741,33474,33135,33,306,33703,20438,12253,187,227,598,1015
"김제시",81410,40538,40872,78900,38848,40052,2510,1690,820,35139,34621,59,459,37623,24710,11226,1015,224,448,1246
"완주군",98002,50411,47591,93876,48012,45864,4126,2399,1727,38744,37860,68,816,37427,19468,16852,280,451,376,1301
"진안군",23306,11594,11712,22874,11428,11446,432,166,266,10480,10374,13,93,10558,8944,970,479,26,139,525
"무주군",23058,11436,11622,22742,11334,11408,316,102,214,10325,10251,14,60,10895,8903,1392,189,237,174,449
"장수군",21281,10526,10755,20780,10287,10493,501,239,262,9330,9213,11,106,9468,8136,704,322,133,173,373
"임실군",26377,13238,13139,25900,13040,12860,477,198,279,12055,11940,13,102,12679,10632,1556,175,187,129,390
"순창군",27136,12961,14175,26699,12810,13889,437,151,286,11674,11577,13,84,12817,10895,1328,265,159,170,399
"고창군",54425,27004,27421,53104,26326,26778,1321,678,643,23985,23647,28,310,24875,19552,3761,841,356,365,859
"부안군",50501,25097,25404,49481,24624,24857,1020,473,547,22485,22270,23,192,23598,17646,4679,350,442,481,908
"전라남도",1790352,900154,890198,1747832,874149,873683,42520,26005,16515,747681,737406,894,9381,777966,403583,335966,15241,10641,12535,24001
"읍부",431659,217200,214459,418948,209182,209766,12711,8018,4693,174627,171154,290,3183,176698,85018,77418,6374,4255,3633,6980
"면부",575168,286095,289073,557641,274800,282841,17527,11295,6232,261474,257504,364,3606,287224,252565,28497,1968,1195,2999,8752
"동부",783525,396859,386666,771243,390167,381076,12282,6692,5590,311580,308748,240,2592,314044,66000,230051,6899,5191,5903,8269
"목포시",231798,116258,115540,227791,114006,113785,4007,2252,1755,94035,93021,79,935,90101,21494,63695,1486,1804,1622,3659
"여수시",270947,139229,131718,265136,135138,129998,5811,4091,1720,110064,108824,103,1137,110826,38211,67380,1237,1491,2507,1672
"순천시",268284,133555,134729,265788,132411,133377,2496,1144,1352,105177,104561,69,547,108721,32392,71612,1415,1519,1783,1922
"나주시",109862,54658,55204,106246,52655,53591,3616,2003,1613,46527,45864,72,591,52942,24531,26977,479,522,433,2639
"광양시",144027,74530,69497,141986,73610,68376,2041,920,1121,56254,55698,53,503,60122,13892,41502,2981,808,939,1044
"담양군",43749,21648,22101,42347,20908,21439,1402,740,662,18047,17730,38,279,18144,15569,1826,169,271,309,903
"곡성군",28116,13619,14497,27470,13262,14208,646,357,289,12672,12464,23,185,13361,11599,1040,342,191,189,389
"구례군",24246,11669,12577,23924,11556,12368,322,113,209,10932,10839,15,78,11526,9962,997,253,119,195,403
"고흥군",60664,29495,31169,59398,28675,30723,1266,820,446,29327,28993,35,299,33618,27956,3110,824,1266,462,794
"보성군",39373,18873,20500,38755,18621,20134,618,252,366,18093,17970,28,95,19800,16552,2447,489,115,197,562
"화순군",60040,29062,30978,58834,28504,30330,1206,558,648,25152,24869,36,247,27949,15386,11941,291,55,276,809
"장흥군",35875,17450,18425,35123,17096,18027,752,354,398,16507,16356,13,138,17525,14066,2284,727,157,291,606
"강진군",33298,15988,17310,32697,15713,16984,601,275,326,15155,15012,22,121,16627,13845,1581,559,349,293,549
"해남군",66209,32767,33442,64365,31635,32730,1844,1132,712,29121,28634,41,446,30404,24585,4621,449,207,542,941
"영암군",57175,30312,26863,52092,26646,25446,5083,3666,1417,24246,22736,46,1464,25695,15347,9109,560,391,288,1022
"무안군",81324,41131,40193,79188,39955,39233,2136,1176,960,31914,31570,44,300,32343,18476,12649,477,309,432,2135
"함평군",30600,15180,15420,29728,14685,15043,872,495,377,13617,13412,32,173,14661,13258,889,203,104,207,595
"영광군",49570,24724,24846,48375,24027,24348,1195,697,498,21626,21324,36,266,22959,15774,5681,833,309,362,784
"장성군",41850,20976,20874,40395,20072,20323,1455,904,551,17149,16850,31,268,18267,13746,3732,483,53,253,708
"완도군",48340,25092,23248,45916,23156,22760,2424,1936,488,21593,20922,30,641,21381,17998,1942,599,345,497,877
"진도군",29366,15065,14301,27650,13644,14006,1716,1421,295,13645,13185,9,451,14033,12378,931,313,202,209,453
"신안군",35639,18873,16766,34628,18174,16454,1011,699,312,16828,16572,39,217,16961,16566,20,72,54,249,535
"경상북도",2672902,1352869,1320033,2598831,1306914,1291917,74071,45955,28116,1113008,1094534,1185,17289,1060505,458601,507230,30016,46705,17953,32859
"읍부",605788,309749,296039,582780,294764,288016,23008,14985,8023,245219,239739,300,5180,236616,94521,118872,6815,12216,4192,6965
"면부",645300,325343,319957,622549,309433,313116,22751,15910,6841,294245,290036,479,3730,314400,259007,41296,4904,5174,4019,13223
"동부",1421814,717777,704037,1393502,702717,690785,28312,15060,13252,573544,564759,406,8379,509489,105073,347062,18297,29315,9742,12671
"포항시",504382,255904,248478,496719,251280,245439,7663,4624,3039,203279,201456,142,1681,194123,46949,123453,8369,11416,3936,3508
"남구",236268,123019,113249,232212,120317,111895,4056,2702,1354,96464,95390,65,1009,88277,24359,50061,4364,7574,1919,1605
"북구",268114,132885,135229,264507,130963,133544,3607,1922,1685,106815,106066,77,672,105846,22590,73392,4005,3842,2017,1903
"경주시",264282,134464,129818,248654,124551,124103,15628,9913,5715,112245,107484,125,4636,106584,45806,49200,3558,6138,1882,4546
"김천시",139894,69916,69978,136830,68138,68692,3064,1778,1286,57292,56670,89,533,57455,26458,27777,1283,1012,925,2309
"안동시",162186,80331,81855,160257,79386,80871,1929,945,984,68486,68050,64,372,67743,31451,32242,1454,1313,1283,1721
"구미시",422195,218189,204006,415387,214273,201114,6808,3916,2892,165375,163405,148,1822,143992,25487,103906,3703,9173,1723,3645
"영주시",107034,53582,53452,105544,52819,52725,1490,763,727,45020,44681,47,292,42343,21178,16933,1643,1430,1159,1303
"영천시",98686,50648,48038,94235,47432,46803,4451,3216,1235,43121,42328,69,724,43795,23223,17907,892,1145,628,1937
"상주시",97558,48056,49502,96291,47499,48792,1267,557,710,42639,42327,51,261,43082,29452,11297,388,1216,729,1410
"문경시",68895,33777,35118,67961,33328,34633,934,449,485,30114,29855,42,217,30090,19564,7112,1271,1405,738,976
"경산시",284517,143489,141028,271525,135754,135771,12992,7735,5257,112730,109175,81,3474,92790,22890,64747,947,3243,963,2833
"군위군",22277,11417,10860,21569,10886,10683,708,531,177,10675,10565,22,88,10936,9669,612,162,328,165,530
"의성군",49621,24008,25613,48797,23551,25246,824,457,367,23872,23679,40,153,26230,22730,2173,313,617,397,659
"청송군",24160,11985,12175,23852,11888,11964,308,97,211,11589,11518,13,58,12428,9951,1474,165,563,275,431
"영양군",16559,7992,8567,16268,7917,8351,291,75,216,7665,7585,9,71,8209,7158,342,146,457,106,206
"영덕군",36096,17444,18652,34791,16469,18322,1305,975,330,17261,17027,23,211,18244,14724,1499,856,725,440,549
"청도군",40878,19745,21133,39449,19067,20382,1429,678,751,18621,18438,38,145,21536,18124,2142,351,646,273,710
"고령군",32660,17092,15568,30388,15300,15088,2272,1792,480,13918,13506,20,392,13739,8991,3867,183,482,216,889
"성주군",41299,21388,19911,39168,19828,19340,2131,1560,571,18126,17677,29,420,16919,14591,1360,295,345,328,1155
"칠곡군",120983,63530,57453,115638,59865,55773,5345,3665,1680,48391,47160,67,1164,42113,14294,23677,619,2827,696,1666
"예천군",51082,25000,26082,50409,24730,25679,673,270,403,22502,22350,14,138,26146,16476,8406,377,603,284,504
"봉화군",30872,15297,15575,30434,15142,15292,438,155,283,14141,14044,18,79,15276,12275,1601,807,403,190,414
"울진군",48057,24778,23279,46196,23184,23012,1861,1594,267,21707,21409,26,272,23736,14776,5393,2034,1095,438,646
"울릉군",8729,4837,3892,8469,4627,3842,260,210,50,4239,4145,8,86,2996,2384,110,200,123,179,312
"경상남도",3350350,1703904,1646446,3252856,1637986,1614870,97494,65918,31576,1331278,1306394,1168,23716,1226708,419628,726589,26507,37097,16887,43041
"읍부",506847,255243,251604,494426,247426,247000,12421,7817,4604,195623,192218,180,3225,191371,56758,121003,5051,5810,2749,5241
"면부",694866,354256,340610,659914,327659,332255,34952,26597,8355,300539,293119,529,6891,317297,227800,77111,3864,4069,4453,12575
"동부",2148637,1094405,1054232,2098516,1062901,1035615,50121,31504,18617,835116,821057,459,13600,718040,135070,528475,17592,27218,9685,25225
"진주시",352333,176228,176105,345841,172192,173649,6492,4036,2456,139571,137960,90,1521,118859,41565,71581,1172,2240,2301,3039
"통영시",131407,67572,63835,126574,63722,62852,4833,3850,983,54399,53250,50,1099,51096,19461,28248,1226,1205,956,1760
"사천시",112248,57715,54533,108086,54513,53573,4162,3202,960,46332,45623,66,643,46294,20592,22157,1716,823,1006,1331
"김해시",539401,277024,262377,514297,259126,255171,25104,17898,7206,201465,194797,167,6501,173974,27562,131217,2017,11553,1625,7211
"밀양시",103762,50572,53190,100279,48966,51313,3483,1606,1877,45665,44774,48,843,46779,27872,15725,1058,1260,864,1418
"거제시",252889,135648,117241,243724,129174,114550,9165,6474,2691,96027,93740,87,2200,97425,22625,66750,3941,2708,1401,2577
"양산시",344993,173852,171141,336819,168522,168297,8174,5330,2844,134308,132069,64,2175,126874,14820,107051,1072,2883,1048,2886
"창원시",1044215,532363,511852,1023746,519400,504346,20469,12963,7506,405177,399353,269,5555,343978,78507,242745,9876,8892,3958,15030
"의창구",251931,128682,123249,246857,125652,121205,5074,3030,2044,97857,96281,54,1522,73409,21193,46371,2057,2832,956,3273
"성산구",225894,117727,108167,220793,114085,106708,5101,3642,1459,83058,81766,58,1234,72307,5585,65821,536,56,309,5094
"마산합포구",178431,89077,89354,175558,87351,88207,2873,1726,1147,72887,72236,84,567,63932,21827,38219,1443,1224,1219,3411
"마산회원구",197683,99217,98466,194913,97603,97310,2770,1614,1156,76697,75855,38,804,62749,14630,42291,2590,2465,773,2248
"진해구",190276,97660,92616,185625,94709,90916,4651,2951,1700,74678,73215,35,1428,71581,15272,50043,3250,2315,701,1004
"의령군",26401,12837,13564,25378,12219,13159,1023,618,405,12417,12196,31,190,13435,11397,1243,280,364,151,472
"함안군",67520,35459,32061,62886,31720,31166,4634,3739,895,27787,26844,57,886,28145,15540,11114,536,517,438,1292
"창녕군",62703,31746,30957,59142,29330,29812,3561,2416,1145,27540,26707,52,781,27574,19505,5512,845,1363,349,1245
"고성군",51778,26326,25452,50009,25081,24928,1769,1245,524,22546,22148,46,352,23918,16961,5057,478,998,424,803
"남해군",42696,20796,21900,41615,19942,21673,1081,854,227,19669,19431,25,213,22473,19482,1877,251,376,487,442
"하동군",43001,21043,21958,42282,20738,21544,719,305,414,19526,19352,25,149,20487,16992,2420,397,312,366,723
"산청군",34122,16597,17525,33227,16151,17076,895,446,449,15628,15406,28,194,16688,14696,1307,197,138,350,733
"함양군",38005,18230,19775,37432,17953,19479,573,277,296,17256,17119,20,117,18272,14556,2782,154,451,329,652
"거창군",60020,29398,30622,59363,29091,30272,657,307,350,25616,25430,21,165,27188,17440,8102,583,586,477,760
"합천군",42856,20498,22358,42156,20146,22010,700,352,348,20349,20195,22,132,23249,20055,1701,708,428,357,667
"제주특별자치도",658282,333019,325263,632995,318135,314860,25287,14884,10403,256158,248998,248,6912,233068,92719,74199,26946,33840,5364,14407
"읍부",147773,76399,71374,138640,70329,68311,9133,6070,3063,58532,56291,88,2153,57686,39509,4553,7295,4832,1497,3214
"면부",35323,18331,16992,33305,16969,16336,2018,1362,656,15211,14634,22,555,14247,11843,449,796,763,396,869
"동부",475186,238289,236897,461050,230837,230213,14136,7452,6684,182415,178073,138,4204,161135,41367,69197,18855,28245,3471,10324
"제주시",482932,243656,239276,465700,233760,231940,17232,9896,7336,185775,180880,169,4726,165220,59279,56760,17641,27893,3647,10896
"서귀포시",175350,89363,85987,167295,84375,82920,8055,4988,3067,70383,68118,79,2186,67848,33440,17439,9305,5947,1717,3511
