종목코드,종목명,거래량(주)_매수,거래량(주)_매도,거래량(주)_순매수,거래대금(원)_매수,거래대금(원)_매도,거래대금(원)_순매수,업종명
336370,두산솔루스,"53,644,334","52,733,429","910,905","1,682,756,706,400","1,651,396,206,100","31,360,500,300",전자부품 제조업
078930,GS,"3,258,657","2,465,667","792,990","124,894,745,200","94,818,980,100","30,075,765,100",기타 금융업
011790,SKC,"7,478,024","6,923,007","555,017","345,442,451,950","316,949,624,900","28,492,827,050",기타 화학제품 제조업
002790,아모레G,"2,067,818","1,583,960","483,858","119,821,016,700","92,355,303,100","27,465,713,600",기타 화학제품 제조업
030000,제일기획,"9,103,048","7,474,723","1,628,325","154,169,024,250","126,831,948,300","27,337,075,950",광고업
010130,고려아연,"343,945","275,912","68,033","133,496,622,500","106,920,392,000","26,576,230,500",1차 비철금속 제조업
028050,삼성엔지니어링,"32,829,798","30,418,422","2,411,376","361,061,892,410","334,724,762,560","26,337,129,850","건축기술, 엔지니어링 및 관련 기술 서비스업"
012450,한화에어로스페이스,"16,174,965","15,131,355","1,043,610","411,368,878,400","385,261,789,000","26,107,089,400","항공기,우주선 및 부품 제조업"
005385,현대차우,"2,162,959","1,708,595","454,364","121,985,866,200","96,416,329,050","25,569,537,150",-
003090,대웅,"42,435,060","41,167,096","1,267,964","788,475,696,300","765,227,809,100","23,247,887,200",기타 금융업
015760,한국전력,"49,314,541","48,063,053","1,251,488","1,049,585,751,350","1,027,273,863,200","22,311,888,150",전기업
000020,동화약품,"30,610,752","28,600,117","2,010,635","329,930,579,150","307,728,241,630","22,202,337,520",의약품 제조업
009150,삼성전기,"13,102,415","12,817,729","284,686","1,388,348,672,800","1,366,773,431,000","21,575,241,800",전자부품 제조업
016360,삼성증권,"7,275,147","6,510,868","764,279","206,411,371,500","185,963,800,250","20,447,571,250",금융 지원 서비스업
086280,현대글로비스,"1,221,606","1,009,454","212,152","121,624,005,400","101,243,244,800","20,380,760,600",기타 운송관련 서비스업
084680,이월드,"274,008,992","269,586,507","4,422,485","1,329,263,505,295","1,309,404,921,070","19,858,584,225",유원지 및 기타 오락관련 서비스업
021240,코웨이,"1,207,211","884,995","322,216","73,078,969,100","53,546,928,300","19,532,040,800",그외 기타 개인 서비스업
128940,한미약품,"537,740","462,544","75,196","138,474,278,500","119,317,440,000","19,156,838,500",의약품 제조업
012510,더존비즈온,"2,284,499","2,065,700","218,799","198,237,628,100","179,461,656,400","18,775,971,700","컴퓨터 프로그래밍, 시스템 통합 및 관리업"
020150,일진머티리얼즈,"14,123,615","13,619,329","504,286","515,670,466,200","497,702,884,950","17,967,581,250",전자부품 제조업
017670,SK텔레콤,"2,388,770","2,296,596","92,174","469,994,890,000","452,634,002,000","17,360,888,000",전기 통신업
071050,한국금융지주,"3,331,550","2,958,364","373,186","157,446,135,350","140,930,014,850","16,516,120,500",기타 금융업
036460,한국가스공사,"5,727,094","5,058,578","668,516","145,016,481,400","128,871,252,150","16,145,229,250",연료용 가스 제조 및 배관공급업
285130,SK케미칼,"9,362,882","9,171,127","191,755","765,698,955,100","749,712,091,600","15,986,863,500",합성고무 및 플라스틱 물질 제조업
251270,넷마블,"5,095,393","4,919,711","175,682","485,974,562,400","470,229,292,100","15,745,270,300",소프트웨어 개발 및 공급업
051915,LG화학우,"383,244","293,203","90,041","61,124,803,500","46,914,986,000","14,209,817,500",-
088350,한화생명,"319,246,162","310,542,468","8,703,694","549,663,980,445","535,668,333,945","13,995,646,500",보험업
005180,빙그레,"2,614,961","2,406,133","208,828","162,287,111,700","148,336,142,500","13,950,969,200",낙농제품 및 식용빙과류 제조업
006060,화승인더,"23,613,810","21,779,624","1,834,186","181,394,971,810","167,751,140,570","13,643,831,240",플라스틱제품 제조업
003850,보령제약,"18,019,469","17,037,464","982,005","235,258,604,550","221,927,210,350","13,331,394,200",의약품 제조업
103140,풍산,"7,816,595","7,225,149","591,446","165,411,198,450","152,328,597,600","13,082,600,850",1차 비철금속 제조업
006280,녹십자,"4,692,709","4,633,241","59,468","747,099,842,500","734,765,031,500","12,334,811,000",의약품 제조업
00680K,미래에셋대우2우B,"10,821,991","6,547,806","4,274,185","31,001,351,090","18,878,988,790","12,122,362,300",-
023530,롯데쇼핑,"2,789,277","2,651,024","138,253","249,798,371,100","238,438,069,100","11,360,302,000",종합 소매업
204320,만도,"6,048,677","5,601,402","447,275","144,972,903,850","133,944,278,350","11,028,625,500",자동차 신품 부품 제조업
042660,대우조선해양,"6,450,412","5,823,074","627,338","104,675,952,750","94,485,092,000","10,190,860,750",선박 및 보트 건조업
003550,LG,"1,418,320","1,242,722","175,598","85,488,584,800","75,386,595,700","10,101,989,100",기타 금융업
007980,태평양물산,"85,202,445","79,864,992","5,337,453","169,354,429,650","159,401,626,065","9,952,803,585",봉제의복 제조업
090435,아모레퍼시픽우,"384,693","225,983","158,710","23,978,934,800","14,130,425,800","9,848,509,000",-
008060,대덕전자,"7,666,506","6,457,268","1,209,238","61,379,712,150","51,618,300,130","9,761,412,020",전자부품 제조업
138930,BNK금융지주,"13,222,653","11,152,576","2,070,077","62,631,704,220","52,962,204,480","9,669,499,740",기타 금융업
011210,현대위아,"3,510,213","3,220,583","289,630","112,714,610,350","103,192,860,950","9,521,749,400",자동차 신품 부품 제조업
294870,HDC현대산업개발,"17,020,813","16,502,526","518,287","311,581,815,500","302,074,448,150","9,507,367,350",건물 건설업
004770,써니전자,"70,494,801","67,570,281","2,924,520","238,419,136,990","228,957,293,905","9,461,843,085",반도체 제조업
079550,LIG넥스원,"4,720,634","4,355,734","364,900","115,872,132,650","106,560,473,800","9,311,658,850",무기 및 총포탄 제조업
032350,롯데관광개발,"5,866,189","4,945,692","920,497","61,239,732,100","51,991,595,880","9,248,136,220",여행사 및 기타 여행보조 서비스업
017960,한국카본,"11,109,190","9,571,580","1,537,610","68,449,206,730","59,260,978,370","9,188,228,360","구조용 금속제품, 탱크 및 증기발생기 제조업"
014680,한솔케미칼,"564,142","448,950","115,192","45,701,005,100","36,555,119,100","9,145,886,000",기초 화학물질 제조업
161390,한국타이어앤테크놀로지,"3,213,834","2,782,096","431,738","67,397,509,500","58,325,355,250","9,072,154,250",고무제품 제조업
028670,팬오션,"35,290,724","32,940,756","2,349,968","120,304,948,400","111,440,973,220","8,863,975,180",해상 운송업
005387,현대차2우B,"479,764","338,090","141,674","29,064,540,500","20,479,710,700","8,584,829,800",-
029780,삼성카드,"1,337,238","1,033,379","303,859","38,454,984,100","29,875,778,300","8,579,205,800",기타 금융업
003410,쌍용양회,"30,553,378","29,056,499","1,496,879","156,050,091,805","147,753,489,005","8,296,602,800","시멘트, 석회, 플라스터 및 그 제품 제조업"
002350,넥센타이어,"7,543,126","6,118,723","1,424,403","41,894,303,855","33,992,331,735","7,901,972,120",고무제품 제조업
009830,한화솔루션,"14,518,891","13,921,258","597,633","200,538,075,200","192,883,500,950","7,654,574,250",기초 화학물질 제조업
007810,코리아써키트,"6,518,572","5,532,229","986,343","50,566,228,070","42,966,108,850","7,600,119,220",전자부품 제조업
006360,GS건설,"7,589,204","7,201,209","387,995","171,323,906,000","163,839,119,200","7,484,786,800",건물 건설업
005300,롯데칠성,"603,052","528,137","74,915","59,646,216,400","52,415,043,700","7,231,172,700",비알코올음료 및 얼음 제조업
145720,덴티움,"1,271,186","1,081,608","189,578","45,379,397,450","38,711,450,000","6,667,947,450",의료용 기기 제조업
004370,농심,"512,881","490,471","22,410","152,299,278,500","145,792,722,500","6,506,556,000",기타 식품 제조업
308170,센트랄모텍,"13,862,580","13,635,985","226,595","414,007,213,600","407,503,482,850","6,503,730,750",자동차 신품 부품 제조업
066575,LG전자우,"1,239,903","922,340","317,563","24,590,905,500","18,277,591,750","6,313,313,750",-
241590,화승엔터프라이즈,"6,353,738","5,802,274","551,464","75,914,342,050","69,632,887,000","6,281,455,050",신발 및 신발 부분품 제조업
001820,삼화콘덴서,"4,276,908","4,146,090","130,818","200,208,958,150","193,933,361,900","6,275,596,250",전자부품 제조업
008930,한미사이언스,"1,630,215","1,401,005","229,210","44,392,990,400","38,141,217,900","6,251,772,500",기타 금융업
210980,SK디앤디,"718,778","465,248","253,530","17,456,033,500","11,352,294,750","6,103,738,750",부동산 임대 및 공급업
005440,현대그린푸드,"4,792,159","3,975,378","816,781","35,713,438,590","29,652,810,890","6,060,627,700",종합 소매업
051905,LG생활건강우,"51,969","42,479","9,490","35,764,096,000","29,729,915,000","6,034,181,000",-
005500,삼진제약,"3,254,118","3,042,115","212,003","82,607,786,700","76,788,156,100","5,819,630,600",의약품 제조업
115390,락앤락,"4,721,451","4,149,392","572,059","50,827,657,080","45,012,543,190","5,815,113,890",플라스틱제품 제조업
079160,CJ CGV,"6,272,870","6,015,638","257,232","146,058,226,550","140,248,135,750","5,810,090,800","영화, 비디오물, 방송프로그램 제작 및 배급업"
089590,제주항공,"5,787,253","5,484,609","302,644","109,756,281,000","104,083,586,550","5,672,694,450",항공 여객 운송업
026890,디피씨,"339,114,500","338,433,344","681,156","2,866,183,550,400","2,860,590,225,670","5,593,324,730","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
033180,필룩스,"118,415,407","117,379,209","1,036,198","661,295,877,820","655,828,759,145","5,467,118,675",전자부품 제조업
322000,현대에너지솔루션,"3,313,120","3,039,991","273,129","67,607,352,100","62,216,002,750","5,391,349,350",반도체 제조업
000155,두산우,"488,130","327,716","160,414","15,562,466,900","10,452,254,600","5,110,212,300",-
003520,영진약품,"25,311,809","24,314,718","997,091","127,288,506,215","122,227,967,740","5,060,538,475",의약품 제조업
004250,NPC,"2,788,793","1,313,178","1,475,615","9,336,553,055","4,423,905,420","4,912,647,635",플라스틱제품 제조업
018880,한온시스템,"10,172,519","9,562,725","609,794","90,306,221,270","85,409,874,660","4,896,346,610",일반 목적용 기계 제조업
008560,메리츠증권,"40,230,631","38,266,427","1,964,204","115,574,161,850","110,800,436,165","4,773,725,685",금융 지원 서비스업
272210,한화시스템,"26,816,259","26,301,803","514,456","227,527,981,360","222,769,633,280","4,758,348,080",전자부품 제조업
034120,SBS,"2,763,254","2,480,795","282,459","49,468,419,450","44,711,279,500","4,757,139,950",텔레비전 방송업
114090,GKL,"4,707,440","4,375,925","331,515","68,513,966,350","64,083,105,350","4,430,861,000",유원지 및 기타 오락관련 서비스업
267270,현대건설기계,"3,545,917","3,293,521","252,396","60,522,739,600","56,143,022,250","4,379,717,350",일반 목적용 기계 제조업
003230,삼양식품,"849,755","804,593","45,162","84,653,797,800","80,324,133,800","4,329,664,000",기타 식품 제조업
003070,코오롱글로벌,"10,847,176","10,470,711","376,465","106,013,249,880","101,857,259,740","4,155,990,140",토목 건설업
118000,우리들휴브레인,"64,291,009","62,921,478","1,369,531","173,645,160,830","169,502,713,900","4,142,446,930",기계장비 및 관련 물품 도매업
002070,남영비비안,"102,994,823","99,471,478","3,523,345","111,993,875,457","107,972,030,672","4,021,844,785",봉제의복 제조업
001120,LG상사,"9,339,832","9,090,904","248,928","124,722,496,600","120,784,528,440","3,937,968,160",상품 중개업
006800,미래에셋대우,"54,381,273","53,351,161","1,030,112","283,505,988,440","279,599,397,200","3,906,591,240",금융 지원 서비스업
025620,제이준코스메틱,"11,663,326","10,399,369","1,263,957","34,184,203,220","30,445,615,275","3,738,587,945",기타 화학제품 제조업
281820,케이씨텍,"2,057,047","1,849,291","207,756","36,342,168,750","32,641,220,100","3,700,948,650","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
004710,한솔테크닉스,"7,829,705","7,164,481","665,224","43,365,805,355","39,704,608,375","3,661,196,980",전자부품 제조업
093370,후성,"17,579,698","17,045,204","534,494","115,827,609,360","112,222,501,650","3,605,107,710",기초 화학물질 제조업
003620,쌍용차,"43,028,430","40,707,304","2,321,126","64,610,380,530","61,071,830,750","3,538,549,780",자동차용 엔진 및 자동차 제조업
195870,해성디에스,"1,639,113","1,398,679","240,434","23,633,439,100","20,178,527,450","3,454,911,650",전자부품 제조업
004720,우리들제약,"37,535,041","37,127,436","407,605","272,616,349,030","269,192,194,280","3,424,154,750",의약품 제조업
010780,아이에스동서,"1,056,497","913,247","143,250","25,249,690,550","21,877,907,550","3,371,783,000","내화, 비내화 요업제품 제조업"
001800,오리온홀딩스,"1,998,761","1,736,405","262,356","26,724,360,200","23,384,237,100","3,340,123,100",기타 금융업
002360,SH에너지화학,"186,174,007","182,397,614","3,776,393","163,016,191,624","159,704,197,310","3,311,994,314",기초 화학물질 제조업
002380,KCC,"701,089","670,459","30,630","102,250,856,000","99,142,190,000","3,108,666,000",기타 화학제품 제조업
020000,한섬,"1,171,245","1,032,143","139,102","26,147,303,900","23,126,346,350","3,020,957,550",봉제의복 제조업
267850,아시아나IDT,"8,305,798","8,104,846","200,952","121,799,147,300","118,795,038,650","3,004,108,650","컴퓨터 프로그래밍, 시스템 통합 및 관리업"
028100,동아지질,"9,627,395","9,453,586","173,809","157,484,127,800","154,491,796,050","2,992,331,750",기반조성 및 시설물 축조관련 전문공사업
008600,윌비스,"290,747,055","288,469,586","2,277,469","426,726,479,591","423,763,106,398","2,963,373,193",생활용품 도매업
011000,진원생명과학,"230,599,061","230,531,026","68,035","3,092,864,463,010","3,090,005,151,660","2,859,311,350",의약품 제조업
003555,LG우,"142,612","72,578","70,034","5,778,967,550","2,974,475,350","2,804,492,200",-
02826K,삼성물산우B,"217,966","179,218","38,748","15,676,239,900","12,913,910,900","2,762,329,000",-
010620,현대미포조선,"3,474,784","3,355,102","119,682","102,096,777,250","99,349,693,700","2,747,083,550",선박 및 보트 건조업
001130,대한제분,"146,901","125,445","21,456","18,295,908,500","15,595,486,500","2,700,422,000","곡물가공품, 전분 및 전분제품 제조업"
023590,다우기술,"2,095,978","1,918,446","177,532","32,500,258,300","29,812,889,500","2,687,368,800","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
000150,두산,"2,610,151","2,536,485","73,666","98,922,399,600","96,306,069,250","2,616,330,350",회사 본부 및 경영 컨설팅 서비스업
020560,아시아나항공,"117,941,378","117,318,995","622,383","469,706,737,155","467,094,098,790","2,612,638,365",항공 여객 운송업
063160,종근당바이오,"1,696,847","1,616,164","80,683","51,427,156,300","48,865,427,150","2,561,729,150",의약품 제조업
005940,NH투자증권,"20,717,565","20,288,464","429,101","183,534,567,820","181,025,110,160","2,509,457,660",금융 지원 서비스업
006260,LS,"1,521,324","1,446,564","74,760","51,430,501,000","48,943,412,100","2,487,088,900",기타 금융업
035150,백산,"6,091,946","5,622,318","469,628","32,550,455,795","30,099,886,285","2,450,569,510",플라스틱제품 제조업
336260,두산퓨얼셀,"64,284,004","64,007,213","276,791","493,280,565,620","490,830,413,780","2,450,151,840","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
002140,고려산업,"70,051,635","69,359,194","692,441","232,756,888,495","230,331,208,765","2,425,679,730","곡물가공품, 전분 및 전분제품 제조업"
069960,현대백화점,"1,002,581","958,885","43,696","66,258,884,300","63,842,590,600","2,416,293,700",종합 소매업
010120,LS ELECTRIC,"1,107,550","1,042,530","65,020","41,511,012,950","39,111,447,100","2,399,565,850","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
000060,메리츠화재,"2,431,430","2,252,945","178,485","32,235,976,800","29,898,691,950","2,337,284,850",보험업
005430,한국공항,"1,457,905","1,401,284","56,621","57,530,483,650","55,231,890,400","2,298,593,250",기타 운송관련 서비스업
123890,한국자산신탁,"8,239,080","7,203,962","1,035,118","17,882,158,085","15,593,427,005","2,288,731,080",신탁업 및 집합투자업
214320,이노션,"310,110","267,274","42,836","17,297,283,100","15,031,888,700","2,265,394,400",광고업
004310,현대약품,"19,737,791","19,287,908","449,883","92,435,590,375","90,186,360,930","2,249,229,445",의약품 제조업
007070,GS리테일,"3,227,481","3,102,395","125,086","110,065,188,950","107,878,576,050","2,186,612,900",종합 소매업
060980,한라홀딩스,"288,299","212,473","75,826","8,359,895,550","6,196,033,000","2,163,862,550",기타 금융업
002030,아세아,"76,752","49,779","26,973","6,097,747,500","3,944,716,400","2,153,031,100",회사 본부 및 경영 컨설팅 서비스업
002620,제일파마홀딩스,"4,169,963","4,013,248","156,715","59,316,174,660","57,165,175,910","2,150,998,750",회사 본부 및 경영 컨설팅 서비스업
010060,OCI,"2,323,619","2,265,557","58,062","88,002,650,500","85,880,848,850","2,121,801,650",기초 화학물질 제조업
183190,아세아시멘트,"372,031","337,533","34,498","24,095,671,250","21,989,907,750","2,105,763,500","시멘트, 석회, 플라스터 및 그 제품 제조업"
003480,한진중공업홀딩스,"15,049,906","14,532,294","517,612","58,241,756,655","56,148,541,335","2,093,215,320",연료용 가스 제조 및 배관공급업
001060,JW중외제약,"9,055,225","8,997,316","57,909","274,441,935,250","272,421,081,050","2,020,854,200",의약품 제조업
079430,현대리바트,"3,023,758","2,814,712","209,046","29,368,442,420","27,384,784,080","1,983,658,340",가구 제조업
000050,경방,"6,183,271","6,010,029","173,242","67,185,068,280","65,204,350,150","1,980,718,130",종합 소매업
069260,휴켐스,"1,110,401","978,059","132,342","17,625,972,850","15,670,639,700","1,955,333,150",기타 화학제품 제조업
267260,현대일렉트릭,"4,468,818","4,184,981","283,837","33,499,693,330","31,551,154,120","1,948,539,210","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
123690,한국화장품,"27,946,030","27,810,128","135,902","406,946,554,150","405,001,729,650","1,944,824,500",생활용품 도매업
011810,STX,"5,203,549","4,890,472","313,077","36,003,285,150","34,088,316,255","1,914,968,895",상품 종합 도매업
001940,KISCO홀딩스,"291,964","94,308","197,656","2,819,385,550","928,802,380","1,890,583,170",1차 철강 제조업
120115,코오롱인더우,"3,631,452","3,527,463","103,989","69,583,649,050","67,702,285,300","1,881,363,750",-
033250,체시스,"45,265,884","44,533,626","732,258","108,207,187,080","106,329,861,365","1,877,325,715",자동차 신품 부품 제조업
003650,미창석유,"84,616","50,406","34,210","4,620,342,650","2,746,207,850","1,874,134,800",석유 정제품 제조업
009190,대양금속,"15,088,268","14,370,866","717,402","35,606,780,710","33,752,513,855","1,854,266,855",1차 철강 제조업
00088K,한화3우B,"1,033,028","848,304","184,724","10,572,018,450","8,756,511,100","1,815,507,350",-
010820,퍼스텍,"111,345,000","110,656,342","688,658","248,835,902,570","247,050,735,550","1,785,167,020",무기 및 총포탄 제조업
011390,부산산업,"3,904,542","3,890,235","14,307","559,356,709,900","557,574,304,800","1,782,405,100","시멘트, 석회, 플라스터 및 그 제품 제조업"
007110,일신석재,"224,341,642","223,613,176","728,466","532,960,106,805","531,198,264,985","1,761,841,820","건축자재, 철물 및 난방장치 도매업"
010660,화천기계,"113,398,210","112,770,048","628,162","328,614,743,270","326,861,172,640","1,753,570,630",특수 목적용 기계 제조업
002300,한국제지,"641,826","513,082","128,744","8,749,668,950","7,027,600,500","1,722,068,450","펄프, 종이 및 판지 제조업"
005720,넥센,"1,182,129","782,559","399,570","5,058,464,595","3,355,648,770","1,702,815,825",고무제품 제조업
017550,수산중공업,"28,334,694","27,146,320","1,188,374","39,771,043,700","38,082,937,645","1,688,106,055",특수 목적용 기계 제조업
004490,세방전지,"433,205","370,482","62,723","11,848,252,050","10,164,647,900","1,683,604,150",일차전지 및 축전지 제조업
010100,한국프랜지,"56,990,905","56,134,802","856,103","107,747,479,180","106,127,435,975","1,620,043,205",자동차 신품 부품 제조업
093050,LF,"1,816,600","1,679,359","137,241","22,274,123,950","20,658,678,300","1,615,445,650",봉제의복 제조업
025540,한국단자,"470,204","416,359","53,845","13,376,561,700","11,786,019,650","1,590,542,050","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
005250,녹십자홀딩스,"4,949,274","4,883,929","65,345","115,160,269,900","113,606,156,200","1,554,113,700",회사 본부 및 경영 컨설팅 서비스업
005850,에스엘,"1,116,064","989,827","126,237","14,536,623,850","12,990,467,700","1,546,156,150",자동차 신품 부품 제조업
004980,성신양회,"16,388,538","16,208,427","180,111","130,656,917,270","129,116,574,460","1,540,342,810","시멘트, 석회, 플라스터 및 그 제품 제조업"
002960,한국쉘석유,"36,749","30,666","6,083","9,338,304,500","7,801,571,000","1,536,733,500",석유 정제품 제조업
001630,종근당홀딩스,"458,791","442,447","16,344","51,107,842,000","49,574,528,500","1,533,313,500",의약품 제조업
044450,KSS해운,"2,088,187","1,890,274","197,913","15,542,400,680","14,013,612,570","1,528,788,110",해상 운송업
004140,동방,"176,724,496","176,110,385","614,111","366,214,608,330","364,738,584,395","1,476,023,935",기타 운송관련 서비스업
088980,맥쿼리인프라,"7,109,527","6,970,613","138,914","79,265,854,700","77,808,747,100","1,457,107,600",신탁업 및 집합투자업
102460,이연제약,"4,878,857","4,794,698","84,159","69,694,154,430","68,258,484,190","1,435,670,240",의약품 제조업
015230,대창단조,"286,105","217,390","68,715","5,870,216,100","4,470,144,450","1,400,071,650",자동차 신품 부품 제조업
002795,아모레G우,"250,654","179,678","70,976","5,052,876,800","3,653,041,800","1,399,835,000",-
037560,LG헬로비전,"6,095,649","5,746,789","348,860","23,811,965,405","22,442,909,570","1,369,055,835",텔레비전 방송업
002020,코오롱,"9,127,161","9,071,065","56,096","218,236,717,350","216,869,374,200","1,367,343,150",기타 금융업
004360,세방,"458,208","299,194","159,014","3,879,786,510","2,516,473,780","1,363,312,730",도로 화물 운송업
071970,STX중공업,"14,085,994","13,589,116","496,878","36,769,370,295","35,411,208,135","1,358,162,160",일반 목적용 기계 제조업
016740,두올,"6,364,516","5,850,522","513,994","16,496,520,495","15,151,387,465","1,345,133,030",자동차 신품 부품 제조업
229640,LS전선아시아,"2,200,411","2,002,344","198,067","15,071,639,110","13,737,685,500","1,333,953,610",기타 금융업
014530,극동유화,"38,098,431","37,674,959","423,472","119,842,630,900","118,557,446,540","1,285,184,360",석유 정제품 제조업
097955,CJ제일제당 우,"98,163","84,692","13,471","9,870,970,800","8,592,830,400","1,278,140,400",-
015540,쎌마테라퓨틱스,"9,797,759","9,603,743","194,016","65,279,337,070","64,005,235,760","1,274,101,310",기타 사업지원 서비스업
010690,화신,"5,907,389","5,320,078","587,311","12,989,441,545","11,738,520,780","1,250,920,765",자동차 신품 부품 제조업
009770,삼정펄프,"129,959","79,599","50,360","3,172,489,600","1,936,421,950","1,236,067,650","펄프, 종이 및 판지 제조업"
034300,신세계건설,"909,745","863,697","46,048","23,339,226,650","22,104,371,700","1,234,854,950",건물 건설업
019685,대교우B,"4,648,857","4,162,023","486,834","11,668,717,840","10,449,865,715","1,218,852,125",-
