종목코드,종목명,거래량(주)_매수,거래량(주)_매도,거래량(주)_순매수,거래대금(원)_매수,거래대금(원)_매도,거래대금(원)_순매수,업종명
034300,신세계건설,"39,675","26,854","12,821","850,362,750","561,771,650","288,591,100",건물 건설업
005389,현대차3우B,"65,313","58,005","7,308","3,741,780,400","3,455,044,800","286,735,600",-
026890,디피씨,"10,133,133","10,126,015","7,118","88,945,078,680","88,684,580,835","260,497,845","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
007860,서연,"806,720","754,032","52,688","3,602,554,550","3,343,507,170","259,047,380",기타 금융업
037270,YG PLUS,"1,151,203","1,090,020","61,183","1,484,306,568","1,230,440,180","253,866,388","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
272550,삼양패키징,"90,024","75,163","14,861","1,575,083,400","1,321,982,300","253,101,100",플라스틱제품 제조업
002390,한독,"54,131","50,334","3,797","1,552,785,500","1,301,249,550","251,535,950",의약품 제조업
003560,IHQ,"303,850","146,584","157,266","475,746,678","225,353,048","250,393,630","영화, 비디오물, 방송프로그램 제작 및 배급업"
025540,한국단자,"352,115","351,559","556","11,783,908,650","11,536,028,800","247,879,850","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
001780,알루코,"240,102","128,783","111,319","537,995,840","292,868,920","245,126,920",1차 비철금속 제조업
004720,우리들제약,"400,846","370,176","30,670","2,652,349,085","2,416,383,395","235,965,690",의약품 제조업
015860,일진홀딩스,"1,351,560","1,304,869","46,691","5,807,564,190","5,572,743,720","234,820,470",기타 금융업
005390,신성통상,"3,277,150","3,120,839","156,311","5,904,928,436","5,684,667,445","220,260,991",기타 전문 도매업
004060,SG세계물산,"2,529,857","2,243,999","285,858","1,617,227,009","1,404,502,961","212,724,048",상품 종합 도매업
012200,계양전기,"196,858","133,177","63,681","600,536,385","392,126,400","208,409,985",일반 목적용 기계 제조업
000050,경방,"226,006","204,590","21,416","2,420,239,500","2,217,450,540","202,788,960",종합 소매업
123690,한국화장품,"43,684","28,277","15,407","582,632,660","387,736,000","194,896,660",생활용품 도매업
019440,세아특수강,"46,214","29,613","16,601","458,385,840","270,319,780","188,066,060",1차 철강 제조업
155660,DSR,"189,465","144,947","44,518","751,926,205","568,302,950","183,623,255",1차 비철금속 제조업
195870,해성디에스,"275,209","282,254","-7,045","4,626,395,000","4,449,058,300","177,336,700",전자부품 제조업
003620,쌍용차,"4,036,322","3,969,856","66,466","10,717,110,040","10,552,655,985","164,454,055",자동차용 엔진 및 자동차 제조업
092780,동양피스톤,"159,306","129,389","29,917","687,381,040","527,076,660","160,304,380",자동차용 엔진 및 자동차 제조업
016880,웅진,"341,356","215,174","126,182","402,501,219","243,315,320","159,185,899",기타 금융업
006090,사조오양,"257,441","240,160","17,281","2,092,734,035","1,935,166,365","157,567,670",수산물 가공 및 저장 처리업
229640,LS전선아시아,"194,497","174,766","19,731","1,395,222,420","1,241,110,820","154,111,600",기타 금융업
001530,DI동일,"24,394","20,248","4,146","1,465,699,550","1,325,829,650","139,869,900",상품 중개업
011090,에넥스,"188,385","68,178","120,207","214,555,924","77,411,221","137,144,703",가구 제조업
000400,롯데손해보험,"732,226","659,172","73,054","1,282,279,604","1,147,766,909","134,512,695",보험업
143210,핸즈코퍼레이션,"140,767","121,587","19,180","890,881,840","756,661,925","134,219,915",자동차 신품 부품 제조업
008250,이건산업,"42,513","25,329","17,184","301,606,160","167,607,790","133,998,370",나무제품 제조업
068400,SK렌터카,"69,186","56,749","12,437","679,945,580","552,210,555","127,735,025",운송장비 임대업
005090,삼광글라스,"49,951","45,887","4,064","1,418,978,400","1,303,028,100","115,950,300",유리 및 유리제품 제조업
