종목코드,종목명,거래량(주)_매수,거래량(주)_매도,거래량(주)_순매수,거래대금(원)_매수,거래대금(원)_매도,거래대금(원)_순매수,업종명
000240,한국테크놀로지그룹,"984,149","810,285","173,864","9,251,482,090","7,527,426,730","1,724,055,360",기타 금융업
047040,대우건설,"26,779,644","26,588,287","191,357","84,640,123,020","82,930,582,740","1,709,540,280",건물 건설업
001130,대한제분,"58,090","41,200","16,890","6,158,243,700","4,455,972,300","1,702,271,400","곡물가공품, 전분 및 전분제품 제조업"
018670,SK가스,"181,910","150,813","31,097","10,956,091,200","9,276,443,350","1,679,647,850",기타 전문 도매업
058430,포스코강판,"501,237","327,733","173,504","4,871,275,940","3,201,791,120","1,669,484,820",1차 철강 제조업
195870,해성디에스,"1,554,002","1,410,176","143,826","21,416,368,450","19,754,247,400","1,662,121,050",전자부품 제조업
003555,LG우,"144,183","99,943","44,240","5,519,878,750","3,909,951,250","1,609,927,500",-
011690,유양디앤유,"59,407,911","58,510,540","897,371","114,392,501,840","112,824,234,120","1,568,267,720",반도체 제조업
005010,휴스틸,"773,441","494,082","279,359","4,274,714,715","2,707,279,175","1,567,435,540",1차 철강 제조업
104700,한국철강,"1,726,092","1,237,826","488,266","5,625,402,170","4,077,551,550","1,547,850,620",1차 철강 제조업
058850,KTcs,"46,331,070","45,495,146","835,924","81,267,152,735","79,728,275,825","1,538,876,910",기타 정보 서비스업
002270,롯데푸드,"39,963","34,645","5,318","10,931,218,500","9,395,360,000","1,535,858,500",낙농제품 및 식용빙과류 제조업
095570,AJ네트웍스,"3,604,619","3,171,098","433,521","9,869,674,925","8,338,451,715","1,531,223,210",산업용 기계 및 장비 임대업
002460,화성산업,"991,329","795,824","195,505","7,477,174,300","5,967,135,820","1,510,038,480",건물 건설업
194370,제이에스코퍼레이션,"675,625","495,211","180,414","5,272,938,360","3,766,655,470","1,506,282,890","가죽, 가방 및 유사제품 제조업"
001800,오리온홀딩스,"1,557,598","1,423,704","133,894","18,692,819,418","17,208,243,250","1,484,576,168",기타 금융업
298020,효성티앤씨,"202,437","193,389","9,048","22,032,212,500","20,550,346,000","1,481,866,500",화학섬유 제조업
00279K,아모레G3우(전환),"195,555","153,859","41,696","6,964,373,050","5,492,725,700","1,471,647,350",-
029530,신도리코,"194,197","126,436","67,761","4,478,387,550","3,016,738,200","1,461,649,350",컴퓨터 및 주변장치 제조업
097955,CJ제일제당 우,"109,250","91,854","17,396","9,383,006,700","7,940,521,700","1,442,485,000",-
002620,제일파마홀딩스,"640,910","481,955","158,955","6,143,408,630","4,711,589,280","1,431,819,350",회사 본부 및 경영 컨설팅 서비스업
002810,삼영무역,"665,552","569,673","95,879","8,954,925,750","7,532,375,300","1,422,550,450",기타 전문 도매업
009580,무림P&P,"4,719,729","4,310,229","409,500","13,607,584,635","12,189,741,305","1,417,843,330","펄프, 종이 및 판지 제조업"
003530,한화투자증권,"28,870,928","27,686,355","1,184,573","37,655,421,431","36,242,707,086","1,412,714,345",금융 지원 서비스업
02826K,삼성물산우B,"190,632","172,852","17,780","13,003,532,800","11,614,731,800","1,388,801,000",-
152330,코리아오토글라스,"1,434,108","1,313,079","121,029","16,423,993,220","15,048,815,920","1,375,177,300",유리 및 유리제품 제조업
093050,LF,"2,083,377","1,993,697","89,680","23,222,679,150","21,859,013,950","1,363,665,200",봉제의복 제조업
300720,한일시멘트,"95,878","72,872","23,006","6,036,237,700","4,692,380,500","1,343,857,200","시멘트, 석회, 플라스터 및 그 제품 제조업"
042670,두산인프라코어,"33,221,253","33,275,339","-54,086","107,927,589,625","106,592,177,865","1,335,411,760",특수 목적용 기계 제조업
183190,아세아시멘트,"160,787","135,180","25,607","8,216,897,000","6,882,558,750","1,334,338,250","시멘트, 석회, 플라스터 및 그 제품 제조업"
017810,풀무원,"1,245,550","1,091,430","154,120","11,480,317,360","10,147,349,960","1,332,967,400",기타 식품 제조업
082640,동양생명,"5,532,316","4,622,881","909,435","11,367,878,770","10,091,673,370","1,276,205,400",보험업
009450,경동나비엔,"835,115","805,789","29,326","26,196,591,700","24,958,539,350","1,238,052,350",가정용 기기 제조업
161000,애경유화,"1,954,363","1,725,510","228,853","10,868,543,770","9,630,761,370","1,237,782,400",기초 화학물질 제조업
338100,NH프라임리츠,"2,181,238","1,949,478","231,760","10,865,952,545","9,641,904,275","1,224,048,270",부동산 임대 및 공급업
002960,한국쉘석유,"43,132","38,344","4,788","10,265,353,500","9,060,124,000","1,205,229,500",석유 정제품 제조업
008490,서흥,"562,053","532,816","29,237","19,718,577,700","18,514,522,350","1,204,055,350",기타 화학제품 제조업
084690,대상홀딩스,"4,986,542","4,711,879","274,663","23,730,240,220","22,531,000,605","1,199,239,615",기타 금융업
036580,팜스코,"2,646,079","2,290,870","355,209","8,487,150,040","7,310,734,965","1,176,415,075","곡물가공품, 전분 및 전분제품 제조업"
001140,국보,"18,309,586","17,533,042","776,544","25,567,433,915","24,401,943,004","1,165,490,911",도로 화물 운송업
001750,한양증권,"2,395,312","2,268,611","126,701","15,106,590,015","13,967,984,610","1,138,605,405",금융 지원 서비스업
007660,이수페타시스,"11,992,294","11,514,014","478,280","29,528,618,790","28,392,091,925","1,136,526,865",전자부품 제조업
200880,서연이화,"4,734,994","4,219,483","515,511","12,483,555,715","11,364,341,125","1,119,214,590",자동차 신품 부품 제조업
002900,동양물산,"129,514,916","128,577,252","937,664","118,050,420,741","116,936,009,425","1,114,411,316",특수 목적용 기계 제조업
105630,한세실업,"2,583,043","2,524,792","58,251","25,054,010,660","23,942,975,980","1,111,034,680",봉제의복 제조업
013870,지엠비코리아,"2,910,544","2,560,664","349,880","10,101,601,355","9,003,439,745","1,098,161,610",자동차 신품 부품 제조업
006220,제주은행,"1,273,392","824,304","449,088","3,115,431,120","2,043,230,580","1,072,200,540",은행 및 저축기관
014680,한솔케미칼,"357,567","341,793","15,774","28,716,769,300","27,667,885,500","1,048,883,800",기초 화학물질 제조업
015350,부산가스,"108,111","71,513","36,598","3,172,986,050","2,125,709,350","1,047,276,700",연료용 가스 제조 및 배관공급업
073240,금호타이어,"10,885,467","10,490,286","395,181","33,542,245,940","32,497,781,515","1,044,464,425",고무제품 제조업
011810,STX,"1,137,385","911,980","225,405","5,529,082,565","4,501,052,435","1,028,030,130",상품 종합 도매업
002450,삼익악기,"17,132,487","16,415,381","717,106","20,997,236,047","20,016,102,457","981,133,590",악기 제조업
126560,현대에이치씨엔,"8,732,287","8,447,196","285,091","27,988,771,265","27,012,511,290","976,259,975",텔레비전 방송업
004690,삼천리,"169,199","154,631","14,568","11,201,469,500","10,232,295,700","969,173,800",연료용 가스 제조 및 배관공급업
002310,아세아제지,"837,055","800,372","36,683","21,354,296,750","20,389,912,700","964,384,050","골판지, 종이 상자 및 종이용기 제조업"
000970,한국주철관,"1,717,223","1,594,311","122,912","12,793,041,790","11,833,511,540","959,530,250",1차 철강 제조업
120115,코오롱인더우,"275,388","201,330","74,058","3,841,469,550","2,884,876,750","956,592,800",-
010690,화신,"1,827,325","1,287,424","539,901","3,366,323,295","2,419,912,295","946,411,000",자동차 신품 부품 제조업
015230,대창단조,"160,648","107,739","52,909","3,123,166,400","2,185,936,300","937,230,100",자동차 신품 부품 제조업
060980,한라홀딩스,"327,618","303,170","24,448","9,265,373,300","8,352,988,600","912,384,700",기타 금융업
090350,노루페인트,"3,628,167","3,489,177","138,990","22,628,301,370","21,722,288,070","906,013,300",기타 화학제품 제조업
280360,롯데제과,"65,278","56,640","8,638","6,974,741,400","6,070,347,000","904,394,400",기타 식품 제조업
010100,한국프랜지,"10,463,397","9,807,701","655,696","13,680,616,562","12,786,111,134","894,505,428",자동차 신품 부품 제조업
031440,신세계푸드,"275,630","261,765","13,865","13,146,462,250","12,253,947,000","892,515,250",음식점업
025860,남해화학,"5,123,632","5,027,049","96,583","31,470,852,545","30,583,781,245","887,071,300","비료, 농약 및 살균, 살충제 제조업"
005250,녹십자홀딩스,"2,045,189","2,004,079","41,110","36,771,119,650","35,885,583,250","885,536,400",회사 본부 및 경영 컨설팅 서비스업
002355,넥센타이어1우B,"775,185","391,885","383,300","1,772,470,965","901,263,605","871,207,360",-
032350,롯데관광개발,"5,896,242","5,893,312","2,930","53,340,755,330","52,473,048,790","867,706,540",여행사 및 기타 여행보조 서비스업
000155,두산우,"266,975","251,013","15,962","10,162,528,100","9,296,374,800","866,153,300",-
017550,수산중공업,"16,879,925","16,159,222","720,703","20,077,928,841","19,213,995,541","863,933,300",특수 목적용 기계 제조업
013580,계룡건설,"1,002,574","937,321","65,253","10,793,432,900","9,934,810,490","858,622,410",토목 건설업
039130,하나투어,"2,866,641","2,823,401","43,240","107,549,612,100","106,707,120,200","842,491,900",여행사 및 기타 여행보조 서비스업
037710,광주신세계,"25,622","18,751","6,871","3,397,303,000","2,554,914,000","842,389,000",종합 소매업
071320,지역난방공사,"165,108","140,281","24,827","5,202,508,350","4,393,632,550","808,875,800","증기, 냉·온수 및 공기조절 공급업"
034300,신세계건설,"330,724","289,229","41,495","6,210,559,900","5,406,467,100","804,092,800",건물 건설업
001790,대한제당,"244,806","194,795","50,011","4,025,991,200","3,236,138,900","789,852,300","곡물가공품, 전분 및 전분제품 제조업"
102460,이연제약,"2,119,035","2,053,557","65,478","21,060,836,960","20,277,346,280","783,490,680",의약품 제조업
282330,BGF리테일,"225,864","218,073","7,791","29,440,006,000","28,658,994,500","781,011,500",종합 소매업
007210,벽산,"8,030,112","7,369,864","660,248","9,445,393,485","8,666,960,354","778,433,131",기타 비금속 광물제품 제조업
007160,사조산업,"379,493","347,119","32,374","8,992,981,700","8,228,625,300","764,356,400",어로 어업
016580,환인제약,"2,765,987","2,692,577","73,410","35,963,884,900","35,205,093,950","758,790,950",의약품 제조업
001450,현대해상,"2,520,058","2,477,342","42,716","49,347,800,300","48,601,086,600","746,713,700",보험업
015360,예스코홀딩스,"52,573","26,333","26,240","1,540,627,000","798,052,650","742,574,350",기타 금융업
006980,우성사료,"10,683,487","10,244,494","438,993","24,046,414,130","23,319,250,210","727,163,920","곡물가공품, 전분 및 전분제품 제조업"
003780,진양산업,"6,162,352","5,878,633","283,719","17,765,770,900","17,045,308,735","720,462,165",플라스틱제품 제조업
001390,KG케미칼,"4,435,726","4,405,995","29,731","48,807,649,410","48,087,786,670","719,862,740",기초 화학물질 제조업
003200,일신방직,"58,185","42,441","15,744","2,812,366,050","2,093,301,250","719,064,800",방적 및 가공사 제조업
018500,동원금속,"10,451,162","9,218,992","1,232,170","5,304,072,782","4,586,357,072","717,715,710",자동차 신품 부품 제조업
001720,신영증권,"130,108","114,685","15,423","5,944,089,050","5,243,579,650","700,509,400",금융 지원 서비스업
019440,세아특수강,"321,061","244,128","76,933","3,045,229,400","2,349,264,830","695,964,570",1차 철강 제조업
000320,노루홀딩스,"465,017","370,427","94,590","3,855,226,300","3,160,225,860","695,000,440",기타 금융업
012030,DB,"13,430,828","12,326,978","1,103,850","7,873,145,508","7,181,395,405","691,750,103","컴퓨터 프로그래밍, 시스템 통합 및 관리업"
016450,한세예스24홀딩스,"1,467,944","1,303,789","164,155","6,621,522,160","5,931,663,930","689,858,230",봉제의복 제조업
005680,삼영전자,"754,969","661,359","93,610","5,103,972,050","4,424,172,940","679,799,110",전자부품 제조업
015860,일진홀딩스,"5,629,239","5,350,387","278,852","15,209,019,275","14,545,211,430","663,807,845",기타 금융업
002795,아모레G우,"175,536","139,811","35,725","3,339,394,100","2,677,488,650","661,905,450",-
007120,미래아이앤지,"75,249,327","73,207,213","2,042,114","26,751,001,508","26,096,825,355","654,176,153","컴퓨터 프로그래밍, 시스템 통합 및 관리업"
013700,까뮤이앤씨,"39,276,196","39,042,882","233,314","44,523,493,275","43,877,425,873","646,067,402",건물 건설업
005305,롯데칠성우,"80,729","64,562","16,167","3,185,207,150","2,541,192,950","644,014,200",-
057050,현대홈쇼핑,"461,157","434,026","27,131","25,631,298,600","25,000,915,500","630,383,100",무점포 소매업
069730,DSR제강,"1,766,667","1,577,406","189,261","5,270,712,420","4,643,084,650","627,627,770",1차 철강 제조업
033530,세종공업,"2,587,096","2,372,339","214,757","7,890,320,660","7,266,125,000","624,195,660",자동차 신품 부품 제조업
027410,BGF,"5,542,919","5,340,728","202,191","19,879,579,075","19,271,793,500","607,785,575",기타 금융업
001070,대한방직,"341,294","311,553","29,741","6,951,204,600","6,366,478,050","584,726,550",직물직조 및 직물제품 제조업
001940,KISCO홀딩스,"287,581","229,797","57,784","2,820,041,960","2,243,477,670","576,564,290",1차 철강 제조업
010420,한솔PNS,"4,901,577","4,488,518","413,059","6,225,563,189","5,660,234,473","565,328,716",기타 전문 도매업
078935,GS우,"127,824","108,225","19,599","3,550,425,400","2,993,242,000","557,183,400",-
136490,선진,"1,273,344","1,153,581","119,763","7,488,158,290","6,933,134,770","555,023,520",동물용 사료 및 조제식품 제조업
072710,농심홀딩스,"47,825","39,850","7,975","3,212,161,600","2,665,838,500","546,323,100",기타 금융업
003460,유화증권,"209,315","155,695","53,620","2,140,312,970","1,596,919,300","543,393,670",금융 지원 서비스업
155660,DSR,"1,468,702","1,285,102","183,600","4,398,549,160","3,856,774,375","541,774,785",1차 비철금속 제조업
005110,한창,"51,588,557","51,605,032","-16,475","98,610,864,095","98,083,425,895","527,438,200",기계장비 및 관련 물품 도매업
075180,새론오토모티브,"380,116","218,764","161,352","1,309,032,460","783,851,820","525,180,640",자동차 신품 부품 제조업
210540,디와이파워,"1,309,174","1,240,020","69,154","7,872,502,330","7,354,481,460","518,020,870",특수 목적용 기계 제조업
004410,서울식품,"742,048,945","740,437,195","1,611,750","116,330,385,456","115,827,031,540","503,353,916",기타 식품 제조업
078520,에이블씨엔씨,"2,641,252","2,606,088","35,164","22,263,040,790","21,765,640,700","497,400,090",기타 화학제품 제조업
007110,일신석재,"55,486,320","55,550,492","-64,172","90,298,877,110","89,804,155,255","494,721,855","건축자재, 철물 및 난방장치 도매업"
005950,이수화학,"4,445,266","4,410,566","34,700","32,194,160,060","31,699,885,060","494,275,000",기초 화학물질 제조업
248170,샘표식품,"482,333","462,524","19,809","11,208,712,350","10,715,418,050","493,294,300",기타 식품 제조업
009440,KC그린홀딩스,"2,619,064","2,454,098","164,966","8,270,895,520","7,783,090,605","487,804,915",기타 금융업
119650,KC코트렐,"3,686,572","3,539,966","146,606","13,773,793,455","13,286,513,765","487,279,690",일반 목적용 기계 제조업
053210,스카이라이프,"1,821,492","1,718,586","102,906","10,594,573,690","10,123,947,645","470,626,045",텔레비전 방송업
058860,KTis,"5,942,125","5,711,201","230,924","9,882,058,610","9,423,635,340","458,423,270",기타 정보 서비스업
092780,동양피스톤,"1,485,451","1,362,186","123,265","5,094,036,150","4,644,186,645","449,849,505",자동차용 엔진 및 자동차 제조업
102260,동성코퍼레이션,"1,935,087","1,817,846","117,241","5,897,338,895","5,449,102,890","448,236,005",회사 본부 및 경영 컨설팅 서비스업
000850,화천기공,"126,218","113,545","12,673","3,764,434,500","3,318,550,700","445,883,800",특수 목적용 기계 제조업
002870,신풍제지,"3,990,705","3,467,306","523,399","3,848,406,644","3,404,798,846","443,607,798","펄프, 종이 및 판지 제조업"
024900,덕양산업,"3,743,015","3,277,648","465,367","3,240,923,602","2,809,737,976","431,185,626",자동차 신품 부품 제조업
033180,필룩스,"81,538,690","81,154,551","384,139","348,106,479,595","347,677,324,510","429,155,085",전자부품 제조업
308170,센트랄모텍,"11,852,903","11,841,057","11,846","315,470,261,600","315,043,095,400","427,166,200",자동차 신품 부품 제조업
001270,부국증권,"94,264","67,154","27,110","1,507,508,100","1,083,835,050","423,673,050",금융 지원 서비스업
037270,YG PLUS,"3,873,042","3,441,652","431,390","3,703,477,708","3,283,438,002","420,039,706","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
002300,한국제지,"307,336","271,576","35,760","4,012,630,230","3,592,748,570","419,881,660","펄프, 종이 및 판지 제조업"
071950,코아스,"5,909,492","5,475,735","433,757","5,466,406,233","5,048,496,392","417,909,841",가구 제조업
002020,코오롱,"849,617","819,630","29,987","9,746,097,920","9,339,463,260","406,634,660",기타 금융업
044380,주연테크,"102,296,951","102,120,860","176,091","64,750,208,511","64,350,747,244","399,461,267",컴퓨터 및 주변장치 제조업
100220,비상교육,"21,012,120","20,985,053","27,067","166,284,821,875","165,885,836,955","398,984,920","서적, 잡지 및 기타 인쇄물 출판업"
020120,키다리스튜디오,"12,817,369","12,693,984","123,385","58,808,756,740","58,413,367,970","395,388,770","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
008250,이건산업,"1,710,040","1,599,204","110,836","6,913,672,745","6,518,904,445","394,768,300",나무제품 제조업
011930,신성이엔지,"22,598,321","22,242,301","356,020","17,520,709,008","17,128,489,017","392,219,991",반도체 제조업
005390,신성통상,"87,013,107","88,274,330","-1,261,223","102,170,256,464","101,778,619,668","391,636,796",기타 전문 도매업
014820,동원시스템즈,"557,693","530,877","26,816","9,965,341,600","9,575,017,550","390,324,050",플라스틱제품 제조업
001460,BYC,"22,843","20,455","2,388","3,889,987,000","3,503,315,500","386,671,500",봉제의복 제조업
002200,수출포장,"342,663","319,845","22,818","5,431,626,600","5,052,146,000","379,480,600","골판지, 종이 상자 및 종이용기 제조업"
009770,삼정펄프,"34,751","18,589","16,162","797,753,300","419,876,700","377,876,600","펄프, 종이 및 판지 제조업"
102280,쌍방울,"189,375,225","190,117,371","-742,146","195,148,326,272","194,779,987,230","368,339,042",봉제의복 제조업
016740,두올,"10,233,118","10,353,285","-120,167","27,129,234,130","26,765,755,155","363,478,975",자동차 신품 부품 제조업
002990,금호산업,"4,299,437","4,279,276","20,161","25,343,180,470","24,983,361,310","359,819,160",건물 건설업
004910,조광페인트,"715,165","626,472","88,693","2,778,372,715","2,425,251,540","353,121,175",기타 화학제품 제조업
003350,한국화장품제조,"923,049","910,406","12,643","22,774,835,100","22,426,662,550","348,172,550",기타 화학제품 제조업
003650,미창석유,"36,195","29,227","6,968","1,838,948,250","1,491,282,700","347,665,550",석유 정제품 제조업
128820,대성산업,"2,306,665","2,190,860","115,805","6,267,226,290","5,925,474,515","341,751,775",연료 소매업
129260,인터지스,"2,782,389","2,573,986","208,403","3,359,048,096","3,018,875,418","340,172,678",도로 화물 운송업
089470,HDC현대EP,"1,971,030","1,877,958","93,072","5,506,686,480","5,172,108,390","334,578,090",기타 화학제품 제조업
000860,강남제비스코,"219,549","194,115","25,434","3,148,929,000","2,816,940,150","331,988,850",기타 화학제품 제조업
145995,삼양사우,"48,961","33,176","15,785","1,063,913,400","732,017,400","331,896,000",-
000087,하이트진로2우B,"130,742","109,091","21,651","1,776,628,000","1,444,827,350","331,800,650",-
00806K,대덕전자1우,"295,564","226,397","69,167","1,483,766,370","1,154,960,840","328,805,530",-
003920,남양유업,"16,207","14,372","1,835","4,948,943,000","4,626,748,500","322,194,500",낙농제품 및 식용빙과류 제조업
004540,깨끗한나라,"27,281,983","27,193,446","88,537","85,671,426,285","85,351,146,485","320,279,800","펄프, 종이 및 판지 제조업"
001550,조비,"857,680","836,355","21,325","8,785,734,970","8,467,059,870","318,675,100","비료, 농약 및 살균, 살충제 제조업"
000430,대원강업,"1,013,028","896,552","116,476","2,786,477,570","2,476,619,565","309,858,005",자동차 신품 부품 제조업
023150,MH에탄올,"54,326,094","54,313,712","12,382","492,165,978,310","491,860,461,030","305,517,280",알코올음료 제조업
041650,상신브레이크,"624,580","508,949","115,631","1,576,223,920","1,272,959,955","303,263,965",자동차 신품 부품 제조업
025820,이구산업,"4,346,822","4,114,369","232,453","4,641,388,144","4,338,271,270","303,116,874",1차 비철금속 제조업
284740,쿠쿠홈시스,"836,109","837,866","-1,757","28,736,268,500","28,437,156,950","299,111,550",개인 및 가정용품 임대업
012600,청호컴넷,"5,722,742","5,629,918","92,824","12,759,249,045","12,465,917,820","293,331,225",일반 목적용 기계 제조업
006805,미래에셋대우우,"1,132,770","1,056,537","76,233","3,543,122,225","3,252,542,165","290,580,060",-
002710,TCC스틸,"1,631,347","1,420,779","210,568","2,350,770,250","2,060,845,695","289,924,555",1차 철강 제조업
006660,삼성공조,"272,039","220,969","51,070","1,532,650,155","1,243,580,050","289,070,105",자동차 신품 부품 제조업
034590,인천도시가스,"43,366","30,303","13,063","1,014,076,150","725,099,300","288,976,850",연료용 가스 제조 및 배관공급업
006125,SK디스커버리우,"561,488","541,362","20,126","7,946,428,530","7,664,616,850","281,811,680",-
267290,경동도시가스,"336,013","316,450","19,563","4,814,746,350","4,537,812,900","276,933,450",연료용 가스 제조 및 배관공급업
008260,NI스틸,"2,672,956","2,500,403","172,553","3,724,339,200","3,453,788,860","270,550,340",1차 철강 제조업
006040,동원산업,"32,884","30,872","2,012","5,038,305,500","4,774,180,000","264,125,500",어로 어업
008420,문배철강,"2,675,927","2,514,599","161,328","4,306,267,690","4,044,539,615","261,728,075",1차 철강 제조업
000480,조선내화,"68,755","65,740","3,015","5,036,982,900","4,776,991,400","259,991,500","내화, 비내화 요업제품 제조업"
013360,일성건설,"8,303,620","7,999,808","303,812","6,335,565,557","6,075,610,755","259,954,802",토목 건설업
096760,JW홀딩스,"9,203,657","9,237,254","-33,597","43,372,901,800","43,120,417,710","252,484,090",기타 금융업
077500,유니퀘스트,"4,725,606","4,709,593","16,013","22,310,240,700","22,058,367,770","251,872,930",기계장비 및 관련 물품 도매업
008110,대동전자,"276,927","198,172","78,755","889,958,925","642,375,445","247,583,480",통신 및 방송 장비 제조업
014910,성문전자,"9,776,386","9,719,904","56,482","17,472,438,060","17,228,254,405","244,183,655",전자부품 제조업
010955,S-Oil우,"374,123","365,895","8,228","11,961,631,650","11,717,631,550","244,000,100",-
037560,LG헬로비전,"5,768,715","5,635,111","133,604","18,510,156,770","18,273,513,640","236,643,130",텔레비전 방송업
008355,남선알미우,"762,016","756,205","5,811","23,432,991,000","23,199,583,950","233,407,050",-
035150,백산,"2,789,023","2,737,089","51,934","14,303,619,050","14,086,230,150","217,388,900",플라스틱제품 제조업
017040,광명전기,"11,884,585","11,804,839","79,746","16,486,023,740","16,269,996,730","216,027,010","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
011420,갤럭시아에스엠,"3,189,454","2,983,936","205,518","3,410,316,896","3,195,386,945","214,929,951",스포츠 서비스업
130660,한전산업,"1,458,479","1,378,958","79,521","3,921,218,175","3,706,648,980","214,569,195","건축기술, 엔지니어링 및 관련 기술 서비스업"
003070,코오롱글로벌,"530,379","495,869","34,510","3,408,734,780","3,200,907,290","207,827,490",토목 건설업
005320,국동,"224,116,641","223,970,584","146,057","408,348,843,570","408,143,699,865","205,143,705",생활용품 도매업
009310,참엔지니어링,"5,608,908","5,378,953","229,955","6,180,210,046","5,976,122,670","204,087,376",특수 목적용 기계 제조업
004870,티웨이홀딩스,"15,472,761","15,487,926","-15,165","15,669,574,333","15,465,653,454","203,920,879","시멘트, 석회, 플라스터 및 그 제품 제조업"
002030,아세아,"52,955","50,891","2,064","4,104,116,000","3,901,676,800","202,439,200",회사 본부 및 경영 컨설팅 서비스업
002170,삼양통상,"149,673","145,951","3,722","7,127,441,800","6,927,195,650","200,246,150","가죽, 가방 및 유사제품 제조업"
001210,금호전기,"2,383,386","2,305,776","77,610","5,345,931,400","5,153,758,225","192,173,175",전구 및 조명장치 제조업
019175,신풍제약우,"21,273,923","21,273,901","22","346,150,939,400","345,959,207,750","191,731,650",-
015020,이스타코,"3,861,108","3,505,937","355,171","2,075,456,036","1,885,234,560","190,221,476",부동산 임대 및 공급업
024890,대원화성,"3,521,505","3,317,202","204,303","3,333,791,567","3,149,196,733","184,594,834",플라스틱제품 제조업
025000,KPX케미칼,"71,421","64,111","7,310","2,959,181,800","2,776,212,700","182,969,100",기초 화학물질 제조업
004840,DRB동일,"790,009","735,035","54,974","2,675,626,945","2,495,796,695","179,830,250",기타 금융업
017900,광전자,"2,838,175","2,739,414","98,761","4,105,607,105","3,938,791,640","166,815,465",반도체 제조업
014790,한라,"1,728,081","1,662,838","65,243","3,729,237,015","3,566,169,835","163,067,180",토목 건설업
010580,지코,"154,152,406","153,927,655","224,751","58,009,221,994","57,846,297,820","162,924,174",자동차 신품 부품 제조업
090370,메타랩스,"9,581,047","9,388,368","192,679","7,861,211,117","7,701,286,049","159,925,068",봉제의복 제조업
026940,부국철강,"8,448,302","8,476,993","-28,691","26,550,949,825","26,394,309,290","156,640,535",1차 철강 제조업
005720,넥센,"864,888","811,316","53,572","3,144,360,820","2,989,094,300","155,266,520",고무제품 제조업
012280,영화금속,"12,175,917","12,011,031","164,886","11,568,127,977","11,414,538,207","153,589,770",자동차 신품 부품 제조업
214330,금호에이치티,"3,178,099","3,153,295","24,804","8,962,148,475","8,808,890,965","153,257,510",자동차 신품 부품 제조업
123700,SJM,"811,919","730,338","81,581","1,734,872,455","1,582,168,165","152,704,290",자동차 신품 부품 제조업
092440,기신정기,"1,157,638","1,117,820","39,818","3,410,930,415","3,260,158,225","150,772,190",특수 목적용 기계 제조업
144620,코오롱머티리얼,"3,720,820","3,613,384","107,436","4,292,312,973","4,146,063,939","146,249,034",화학섬유 제조업
108675,LG하우시스우,"72,329","60,663","11,666","1,140,007,100","995,167,350","144,839,750",-
00499K,롯데지주우,"256,662","253,645","3,017","11,513,102,050","11,369,769,550","143,332,500",-
015590,큐로,"41,726,777","41,721,056","5,721","34,294,890,090","34,152,248,862","142,641,228",일반 목적용 기계 제조업
005945,NH투자증권우,"1,892,291","1,862,698","29,593","13,084,478,280","12,942,702,120","141,776,160",-
021240,코웨이,"1,399,774","1,392,872","6,902","83,190,612,750","83,049,899,450","140,713,300",그외 기타 개인 서비스업
000105,유한양행우,"14,493","13,745","748","3,141,724,500","3,005,372,500","136,352,000",-
001065,JW중외제약우,"729,395","725,518","3,877","19,500,162,400","19,367,084,350","133,078,050",-
170900,동아에스티,"247,309","242,076","5,233","18,975,800,400","18,843,083,900","132,716,500",의약품 제조업
002920,유성기업,"1,197,718","1,126,758","70,960","2,574,395,960","2,443,096,230","131,299,730",자동차 신품 부품 제조업
088790,진도,"447,692","393,333","54,359","1,032,974,690","906,238,145","126,736,545",기타 전문 도매업
163560,동일고무벨트,"579,120","549,567","29,553","2,406,991,860","2,285,800,660","121,191,200",고무제품 제조업
009810,엔케이물산,"31,932,036","32,116,188","-184,152","20,453,368,456","20,334,676,689","118,691,767",기타 전문 도매업
016710,대성홀딩스,"1,336,220","1,320,234","15,986","11,371,900,090","11,253,588,840","118,311,250",회사 본부 및 경영 컨설팅 서비스업
009415,태영건설우,"746,638","727,244","19,394","4,368,143,590","4,250,058,515","118,085,075",-
000075,삼양홀딩스우,"21,039","17,551","3,488","636,714,150","519,344,350","117,369,800",-
014915,성문전자우,"1,707,615","1,698,843","8,772","21,261,153,020","21,144,174,860","116,978,160",-
003925,남양유업우,"4,497","3,130","1,367","431,317,700","316,736,600","114,581,100",-
001465,BYC우,"5,428","4,161","1,267","508,452,500","394,444,100","114,008,400",-
011230,삼화전자,"1,960,749","1,900,848","59,901","3,881,850,255","3,770,185,350","111,664,905",영상 및 음향기기 제조업
227840,현대코퍼레이션홀딩스,"1,150,285","1,137,292","12,993","9,102,890,980","8,991,280,360","111,610,620",음·식료품 및 담배 도매업
004105,태양금속우,"3,967,955","3,919,374","48,581","9,518,548,895","9,408,513,980","110,034,915",-
004415,서울식품우,"11,483,602","11,470,068","13,534","42,096,329,930","41,986,513,460","109,816,470",-
005740,크라운해태홀딩스,"2,237,816","2,239,158","-1,342","16,221,356,535","16,114,971,260","106,385,275",기타 금융업
001420,태원물산,"585,881","555,425","30,456","1,778,345,740","1,674,529,080","103,816,660",자동차 신품 부품 제조업
