순위,종목코드,종목명,전일종가,현재가,대비,등락률,거래량,거래대금
41,001450,현대해상,"26,950","22,000","4,950","-18.37","5,832,696","139,958,828,788"
42,114090,GKL,"19,450","18,300","1,150","-5.91","5,763,909","117,100,497,100"
43,003550,LG,"73,800","70,300","3,500","-4.74","5,421,777","391,090,619,050"
44,005490,POSCO,"236,500","221,000","15,500","-6.55","5,296,792","1,243,995,665,670"
45,012330,현대모비스,"256,000","229,500","26,500","-10.35","5,070,673","1,243,117,116,353"
46,016360,삼성증권,"38,600","35,250","3,350","-8.68","4,906,709","183,218,550,100"
47,017670,SK텔레콤,"238,000","229,500","8,500","-3.57","4,609,540","1,075,655,658,209"
48,032830,삼성생명,"74,500","69,500","5,000","-6.71","4,568,361","329,447,122,231"
49,048260,오스템임플란트,"42,300","42,500",200,"0.47","4,318,699","178,846,501,300"
50,005830,DB손해보험,"52,300","42,500","9,800","-18.74","4,041,786","188,908,869,000"
51,139480,이마트,"127,500","111,000","16,500","-12.94","3,964,786","472,148,723,405"
52,011070,LG이노텍,"140,000","152,000","12,000","8.57","3,757,270","560,423,095,000"
53,009540,한국조선해양,"126,500","114,000","12,500","-9.88","3,491,451","440,408,220,445"
54,192820,코스맥스,"79,900","68,400","11,500","-14.39","3,458,387","282,659,232,200"
55,071050,한국금융지주,"72,400","66,500","5,900","-8.15","3,429,083","243,120,595,587"
56,021240,코웨이,"93,100","87,800","5,300","-5.69","3,342,090","299,258,999,600"
57,051600,한전KPS,"39,150","37,550","1,600","-4.09","2,971,111","114,690,549,600"
58,011170,롯데케미칼,"224,000","189,500","34,500","-15.4","2,956,957","615,645,494,920"
59,078930,GS,"51,600","45,700","5,900","-11.43","2,949,273","142,345,176,350"
60,010060,OCI,"62,600","55,800","6,800","-10.86","2,885,674","177,382,959,000"
61,011780,금호석유,"77,500","65,400","12,100","-15.61","2,850,628","212,905,935,150"
62,056190,에스에프에이,"46,250","40,800","5,450","-11.78","2,803,161","121,660,551,700"
63,002790,아모레G,"82,700","72,200","10,500","-12.7","2,780,831","233,947,648,700"
64,034730,SK,"262,000","235,500","26,500","-10.11","2,577,732","628,983,887,210"
65,009240,한샘,"62,200","71,300","9,100","14.63","2,489,415","180,883,718,300"
66,000210,대림산업,"90,500","81,000","9,500","-10.5","2,411,935","204,756,701,000"
67,111770,영원무역,"34,250","30,900","3,350","-9.78","2,383,960","78,144,690,674"
68,007070,GS리테일,"39,250","39,650",400,"1.02","2,231,184","88,685,799,800"
69,008930,한미사이언스,"38,350","32,200","6,150","-16.04","2,076,567","74,654,972,250"
70,000810,삼성화재,"243,500","211,000","32,500","-13.35","2,063,814","468,133,098,322"
71,018260,삼성에스디에스,"194,500","194,000",500,"-0.26","2,010,520","396,952,874,768"
72,069960,현대백화점,"83,100","78,000","5,100","-6.14","2,003,070","170,897,943,300"
73,086280,현대글로비스,"143,000","147,000","4,000","2.8","1,938,659","280,465,573,464"
74,035760,CJ ENM,"159,600","138,200","21,400","-13.41","1,762,798","267,910,066,800"
75,271560,오리온,"105,500","102,500","3,000","-2.84","1,730,170","186,947,794,000"
76,012510,더존비즈온,"81,000","90,200","9,200","11.36","1,665,478","142,944,322,639"
77,029780,삼성카드,"38,600","37,950",650,"-1.68","1,650,194","62,562,476,150"
78,004170,신세계,"289,000","267,000","22,000","-7.61","1,625,110","484,289,169,500"
79,036570,엔씨소프트,"541,000","636,000","95,000","17.56","1,457,391","895,907,471,996"
80,098460,고영,"105,500","92,000","13,500","-12.8","1,451,668","143,338,752,973"
81,192080,더블유게임즈,"49,850","47,250","2,600","-5.22","1,382,654","69,947,596,550"
82,012750,에스원,"93,700","91,100","2,600","-2.77","1,362,396","126,268,802,922"
83,001040,CJ,"96,600","82,800","13,800","-14.29","1,310,917","118,077,643,300"
84,036490,SK머티리얼즈,"185,500","156,300","29,200","-15.74","1,234,380","213,366,450,000"
85,078340,컴투스,"107,500","101,800","5,700","-5.3","1,231,981","129,562,547,500"
86,004800,효성,"79,100","71,200","7,900","-9.99","1,190,515","88,522,060,000"
87,086900,메디톡스,"300,900","324,900","24,000","7.98","1,128,764","380,452,821,000"
88,039490,키움증권,"79,500","70,900","8,600","-10.82","1,033,191","79,793,940,625"
89,051900,LG생활건강,"1,261,000","1,258,000","3,000","-0.24","991,359","1,317,490,812,220"
90,000120,CJ대한통운,"155,000","146,000","9,000","-5.81","950,654","137,420,565,500"
91,267250,현대중공업지주,"338,000","273,500","64,500","-19.08","787,201","243,219,731,500"
92,097950,CJ제일제당,"252,500","237,500","15,000","-5.94","750,239","180,801,096,500"
93,006650,대한유화,"117,500","93,500","24,000","-20.43","750,133","80,228,922,300"
94,128940,한미약품,"296,500","281,000","15,500","-5.23","710,573","207,885,541,500"
95,010130,고려아연,"425,000","380,000","45,000","-10.59","618,715","256,608,186,629"
96,002380,KCC,"233,500","201,500","32,000","-13.7","617,621","138,413,529,500"
97,000100,유한양행,"236,500","218,000","18,500","-7.82","608,291","139,273,722,000"
98,282330,BGF리테일,"169,500","165,000","4,500","-2.65","550,897","93,323,975,651"
99,004370,농심,"240,500","231,000","9,500","-3.95","318,382","72,633,118,500"
100,145020,휴젤,"397,700","437,300","39,600","9.96","250,648","104,368,253,382"
