,산업분류,ID,지역,행정구역,인구 수,확진자 수,총사업체수,총종사자수,상용 종사자수,임시및일용 종사자수,인구 대비 확진자 수,인구 대비 산업체 수,인구 대비 산업체 종사자 수,종사자수 대비 산업체 수,종사자수 대비 상용 종사자 수,종사자수 대비 임시및일용 종사자 수,종사자수 대비 비정규 종사자 비
0,숙박 및 음식점업(55~56),서울 종로,서울,종로구,157967,27,6625,27639,13045,6730,0.017092177480106604,4.193913918729861,17.496692347135795,23.969752885415534,47.1978002098484,24.349650855674952,51.5906477577616
1,숙박 및 음식점업(55~56),서울 중구,서울,중구,129797,18,6050,33032,18788,7041,0.013867808963227195,4.661124679306917,25.448970315184482,18.31557277791233,56.87817873577138,21.315693872608378,37.47604854162231
2,숙박 및 음식점업(55~56),서울 용산,서울,용산구,226938,53,4603,19474,9683,4381,0.023354396354951575,2.0283072909781525,8.5811983889873,23.636643730101675,49.722707199342715,22.496662216288385,45.24424248683259
3,숙박 및 음식점업(55~56),서울 성동,서울,성동구,306796,57,3836,12442,4076,3477,0.01857912097941303,1.2503422469654102,4.055463565365911,30.831056100305414,32.760006429834434,27.945667899051603,85.30421982335625
4,숙박 및 음식점업(55~56),서울 광진,서울,광진구,362304,22,4764,17023,6091,4652,0.006072248719307543,1.3149178590355062,4.698540452216923,27.985666451271808,35.78100217352993,27.327733067026966,76.37497947791825
5,숙박 및 음식점업(55~56),서울 동대문,서울,동대문구,358141,43,4863,14447,3857,3714,0.012006444389221006,1.3578450945298082,4.033886095141299,33.660967674949816,26.6975842735516,25.70775939641448,96.29245527612134
6,숙박 및 음식점업(55~56),서울 중랑,서울,중랑구,391668,44,4152,11212,2451,2765,0.011234004309772562,1.0600814975949018,2.862628552753863,37.031751694612915,21.860506600071353,24.661077417053157,112.8110975112199
7,숙박 및 음식점업(55~56),서울 성북,서울,성북구,438734,40,4463,13397,3758,3562,0.009117141593767522,1.0172450733246112,3.0535586482925874,33.313428379487945,28.051056206613424,26.588042098977382,94.78445981905269
8,숙박 및 음식점업(55~56),서울 강북,서울,강북구,309138,25,3719,10674,2553,2863,0.008087003215392479,1.203022598321785,3.452826892843973,34.84167135094622,23.917931422147273,26.822184747985762,112.14257735996867
9,숙박 및 음식점업(55~56),서울 도봉,서울,도봉구,328243,64,2751,7906,2137,1817,0.019497750142424972,0.8380986037782984,2.408581447281435,34.79635719706552,27.030103718694665,22.982544902605618,85.02573701450632
10,숙박 및 음식점업(55~56),서울 노원,서울,노원구,534096,54,4191,14443,4254,4511,0.010110541925047182,0.784690392738384,2.7041955004343787,29.01751713632902,29.453714602229454,31.233123312331234,106.04137282557593
11,숙박 및 음식점업(55~56),서울 은평,서울,은평구,462552,61,4273,12317,3469,3101,0.01318770646327332,0.9237880281568343,2.6628357460350407,34.69188925874807,28.164325728667695,25.176585207436876,89.39175554914961
12,숙박 및 음식점업(55~56),서울 서대문,서울,서대문구,318874,41,4315,14505,4962,3891,0.012857743183828095,1.353199069224835,4.548818655644549,29.748362633574633,34.20889348500517,26.82523267838676,78.41596130592504
13,숙박 및 음식점업(55~56),서울 마포,서울,마포구,368181,48,8429,31288,12784,8645,0.013037066008294834,2.2893631121649407,8.497994193073517,26.94004091025313,40.859115315776016,27.630401431858857,67.62359198998747
14,숙박 및 음식점업(55~56),서울 양천,서울,양천구,445591,70,3604,12092,3881,3333,0.01570947348577507,0.8088134634676194,2.7136993341427456,29.80482963943103,32.09560039695666,27.563678465100892,85.87992785364598
15,숙박 및 음식점업(55~56),서울 강서,서울,강서구,578539,99,5900,21475,7307,6364,0.017112070232084612,1.0198102461545375,3.711936446808253,27.473806752037255,34.0256111757858,29.634458672875436,87.09456685370192
16,숙박 및 음식점업(55~56),서울 구로,서울,구로구,433765,89,4664,15178,5436,3627,0.02051802243150093,1.0752365912418014,3.4991297130934953,30.72868625642377,35.81499538806167,23.896429042034523,66.72185430463577
17,숙박 및 음식점업(55~56),서울 금천,서울,금천구,249344,38,3350,11033,3736,2898,0.01523998973305955,1.343525410677618,4.424810703285421,30.36345508927762,33.86205021299737,26.26665458170942,77.56959314775162
18,숙박 및 음식점업(55~56),서울 영등포,서울,영등포구,395286,70,6897,27163,12346,6521,0.017708696994075176,1.7448126166876643,6.871733377858057,25.391157088686818,45.45153333578765,24.006921179545706,52.818726713105455
19,숙박 및 음식점업(55~56),서울 동작,서울,동작구,397980,69,4141,13130,3527,3934,0.017337554650987488,1.0405045479672346,3.2991607618473293,31.538461538461537,26.862147753236865,29.96191926884996,111.53955202721859
20,숙박 및 음식점업(55~56),서울 관악,서울,관악구,510303,138,5561,17541,5790,4341,0.02704275695028248,1.0897447202936295,3.4373695627891667,31.702867567413488,33.008380365999656,24.74773388062254,74.97409326424871
21,숙박 및 음식점업(55~56),서울 서초,서울,서초구,409491,61,6646,33522,18157,7652,0.014896542292748801,1.62299049307555,8.186260503893857,19.825786050951614,54.164429329992245,22.826800310244018,42.14352591287106
22,숙박 및 음식점업(55~56),서울 강남,서울,강남구,507810,95,10730,58366,33506,13176,0.018707784407554006,2.112995017821626,11.493668891908392,18.383990679505192,57.406709385601204,22.574786690881677,39.32430012535068
23,숙박 및 음식점업(55~56),서울 송파,서울,송파구,638167,87,7234,30485,12698,9136,0.013632795177437882,1.1335590840642027,4.776962769933262,23.729703132688208,41.653272101033295,29.968837133016237,71.94833832099543
24,숙박 및 음식점업(55~56),서울 강동,서울,강동구,414231,47,4834,15308,4661,3876,0.0113463260837552,1.1669817082738858,3.6955225465983954,31.578259733472695,30.44813169584531,25.320094068460936,83.15812057498391
25,숙박 및 음식점업(55~56),부산 중구,부산,중구,42766,0,2791,8872,2663,2507,0.0,6.5262124117289435,20.745451994575127,31.458521190261497,30.015779981965736,28.257439134355277,94.1419451746151
26,숙박 및 음식점업(55~56),부산 서구,부산,서구,107028,7,1809,4950,1244,1069,0.006540344582726016,1.6902119071644806,4.624957954927682,36.54545454545455,25.13131313131313,21.595959595959595,85.93247588424437
27,숙박 및 음식점업(55~56),부산 동구,부산,동구,84557,1,2227,6228,1703,1533,0.0011826341994157787,2.633726362098939,7.36544579396147,35.75786769428388,27.34425176621708,24.61464354527938,90.01761597181445
28,숙박 및 음식점업(55~56),부산 영도,부산,영도구,120731,0,1756,4328,831,948,0.0,1.454473167620578,3.584829082837051,40.57301293900185,19.200554528650645,21.90388170055453,114.07942238267148
