,산업분류,ID,지역,행정구역,인구 수,확진자 수,총사업체수,총종사자수,상용 종사자수,임시및일용 종사자수,인구 대비 확진자 수,인구 대비 산업체 수,인구 대비 산업체 종사자 수,종사자수 대비 산업체 수,종사자수 대비 상용 종사자 수,종사자수 대비 임시및일용 종사자 수,종사자수 대비 비정규 종사자 비
0,사회복지 서비스업,서울 종로,서울,종로구,157967,27,219,2583,2012,331,0.017092177480106604,0.1386365506719758,1.635151645596865,8.478513356562138,77.89392179636081,12.814556716995742,16.451292246520875
1,사회복지 서비스업,서울 중구,서울,중구,129797,18,186,2884,2145,633,0.013867808963227195,0.14330069262001435,2.2219311694415125,6.449375866851595,74.375866851595,21.94868238557559,29.510489510489514
2,사회복지 서비스업,서울 용산,서울,용산구,226938,53,256,3260,2232,619,0.023354396354951575,0.1128061408842944,1.4365157003234363,7.85276073619632,68.46625766871166,18.98773006134969,27.732974910394258
3,사회복지 서비스업,서울 성동,서울,성동구,306796,57,305,3772,3025,540,0.01857912097941303,0.09941459471440306,1.229481479549929,8.085896076352068,80.19618239660657,14.316012725344645,17.85123966942149
4,사회복지 서비스업,서울 광진,서울,광진구,362304,22,337,5073,3567,746,0.006072248719307543,0.09301580992757463,1.4002053524112348,6.643012024443131,70.31342400946185,14.705302582298444,20.91393327726381
5,사회복지 서비스업,서울 동대문,서울,동대문구,358141,43,401,5040,3652,595,0.012006444389221006,0.11196707442040985,1.4072669702714853,7.956349206349206,72.46031746031746,11.805555555555555,16.292442497261774
6,사회복지 서비스업,서울 중랑,서울,중랑구,391668,44,477,5830,4491,705,0.011234004309772562,0.12178681944912527,1.4885055710448645,8.181818181818182,77.03259005145797,12.0926243567753,15.69806279225117
7,사회복지 서비스업,서울 성북,서울,성북구,438734,40,492,6024,4107,944,0.009117141593767522,0.11214084160334052,1.373041524021389,8.167330677290837,68.17729083665338,15.670650730411687,22.985147309471635
8,사회복지 서비스업,서울 강북,서울,강북구,309138,25,351,4816,3374,939,0.008087003215392479,0.1135415251441104,1.557880299413207,7.288205980066445,70.05813953488372,19.49750830564784,27.83046828689982
9,사회복지 서비스업,서울 도봉,서울,도봉구,328243,64,454,7524,3964,2454,0.019497750142424972,0.13831216507282715,2.292204251118836,6.034024455077087,52.68474215842637,32.61562998405104,61.907164480322905
10,사회복지 서비스업,서울 노원,서울,노원구,534096,54,698,9288,6676,830,0.010110541925047182,0.13068811599412838,1.7390132111081154,7.515073212747632,71.8776916451335,8.936261843238587,12.432594367884962
11,사회복지 서비스업,서울 은평,서울,은평구,462552,61,523,7930,5235,1466,0.01318770646327332,0.11306836852937616,1.7144018402255312,6.595208070617907,66.01513240857503,18.486759142496847,28.00382043935053
12,사회복지 서비스업,서울 서대문,서울,서대문구,318874,41,329,3910,2873,562,0.012857743183828095,0.10317554896291324,1.2261896548479965,8.414322250639387,73.47826086956522,14.373401534526852,19.561434041072047
13,사회복지 서비스업,서울 마포,서울,마포구,368181,48,438,5962,4111,960,0.013037066008294834,0.11896322732569035,1.6193122404469542,7.3465280107346524,68.95337135189533,16.1019792016102,23.35198248601314
14,사회복지 서비스업,서울 양천,서울,양천구,445591,70,532,6492,4023,1093,0.01570947348577507,0.11939199849189054,1.4569414552807394,8.194701170671596,61.96857670979667,16.83610597658657,27.168779517772805
15,사회복지 서비스업,서울 강서,서울,강서구,578539,99,759,11380,6706,3167,0.017112070232084612,0.13119253844598203,1.9670238307184131,6.669595782073813,58.92794376098418,27.82952548330404,47.22636444974649
16,사회복지 서비스업,서울 구로,서울,구로구,433765,89,543,7301,5406,630,0.02051802243150093,0.12518299078994385,1.6831694581167223,7.437337351047802,74.04465141761403,8.62895493767977,11.653718091009988
17,사회복지 서비스업,서울 금천,서울,금천구,249344,38,322,3816,3081,497,0.01523998973305955,0.12913886036960986,1.5304158110882957,8.438155136268344,80.73899371069182,13.024109014675053,16.131126257708537
18,사회복지 서비스업,서울 영등포,서울,영등포구,395286,70,461,6046,4397,1078,0.017708696994075176,0.11662441877526651,1.5295254575168358,7.624875951042011,72.72576910353953,17.829970228250083,24.516715942688197
19,사회복지 서비스업,서울 동작,서울,동작구,397980,69,419,5952,4498,782,0.017337554650987488,0.10528167244585156,1.4955525403286598,7.039650537634409,75.57123655913979,13.138440860215054,17.38550466874166
20,사회복지 서비스업,서울 관악,서울,관악구,510303,138,483,7279,3975,2498,0.02704275695028248,0.09464964932598867,1.4264074481239577,6.635526858084901,54.6091496084627,34.3179008105509,62.84276729559748
21,사회복지 서비스업,서울 서초,서울,서초구,409491,61,381,4653,3693,370,0.014896542292748801,0.09304233792684088,1.13628870964197,8.188265635074146,79.36814958091554,7.951859015688803,10.018954779312212
22,사회복지 서비스업,서울 강남,서울,강남구,507810,95,469,6164,5301,353,0.018707784407554006,0.0923573777593982,1.213839821980662,7.608695652173914,85.99935107073328,5.72680077871512,6.659120920581023
23,사회복지 서비스업,서울 송파,서울,송파구,638167,87,648,8976,6333,1782,0.013632795177437882,0.10154081925264077,1.4065283852032462,7.219251336898395,70.5548128342246,19.852941176470587,28.13832306963524
24,사회복지 서비스업,서울 강동,서울,강동구,414231,47,460,7013,4690,896,0.0113463260837552,0.11104914890483811,1.6930166984122383,6.559247112505346,66.87580208184801,12.776272636532154,19.104477611940297
25,사회복지 서비스업,부산 중구,부산,중구,42766,0,71,985,472,314,0.0,0.16601973530374597,2.3032315390730957,7.208121827411168,47.91878172588832,31.878172588832488,66.52542372881356
