,산업분류,ID,지역,행정구역,인구 수,확진자 수,총사업체수,총종사자수,상용 종사자수,임시및일용 종사자수,인구 대비 확진자 수,인구 대비 산업체 수,인구 대비 산업체 종사자 수,종사자수 대비 산업체 수,종사자수 대비 상용 종사자 수,종사자수 대비 임시및일용 종사자 수,종사자수 대비 비정규 종사자 비
0,개인 간병 및 유사 서비스업,서울 종로,서울,종로구,157967,27,2,0,0,0,0.017092177480106604,0.0012660872207486372,0.0,0.0,0.0,0.0,0.0
1,개인 간병 및 유사 서비스업,서울 중구,서울,중구,129797,18,3,41,40,0,0.013867808963227195,0.0023113014938711987,0.03158778708290639,7.317073170731707,97.5609756097561,0.0,0.0
2,개인 간병 및 유사 서비스업,서울 용산,서울,용산구,226938,53,1,0,0,0,0.023354396354951575,0.000440648987829275,0.0,0.0,0.0,0.0,0.0
3,개인 간병 및 유사 서비스업,서울 성동,서울,성동구,306796,57,6,57,47,8,0.01857912097941303,0.0019556969452013714,0.01857912097941303,10.526315789473683,82.45614035087719,14.035087719298245,17.02127659574468
4,개인 간병 및 유사 서비스업,서울 광진,서울,광진구,362304,22,6,115,47,43,0.006072248719307543,0.0016560678325384208,0.03174130012365306,5.217391304347826,40.869565217391305,37.391304347826086,91.48936170212765
5,개인 간병 및 유사 서비스업,서울 동대문,서울,동대문구,358141,43,7,106,70,30,0.012006444389221006,0.001954537458710396,0.02959728151761457,6.60377358490566,66.0377358490566,28.30188679245283,42.85714285714286
6,개인 간병 및 유사 서비스업,서울 중랑,서울,중랑구,391668,44,6,85,74,9,0.011234004309772562,0.0015319096786053493,0.02170205378024245,7.0588235294117645,87.05882352941177,10.588235294117647,12.162162162162161
7,개인 간병 및 유사 서비스업,서울 성북,서울,성북구,438734,40,5,58,53,0,0.009117141593767522,0.0011396426992209402,0.013219855310962907,8.620689655172415,91.37931034482759,0.0,0.0
8,개인 간병 및 유사 서비스업,서울 강북,서울,강북구,309138,25,5,116,78,19,0.008087003215392479,0.0016174006430784956,0.0375236949194211,4.310344827586207,67.24137931034483,16.379310344827587,24.358974358974358
9,개인 간병 및 유사 서비스업,서울 도봉,서울,도봉구,328243,64,7,88,73,9,0.019497750142424972,0.0021325664218277314,0.026809406445834336,7.954545454545454,82.95454545454545,10.227272727272728,12.328767123287673
10,개인 간병 및 유사 서비스업,서울 노원,서울,노원구,534096,54,12,204,157,40,0.010110541925047182,0.0022467870944549296,0.0381953806057338,5.88235294117647,76.9607843137255,19.607843137254903,25.477707006369428
11,개인 간병 및 유사 서비스업,서울 은평,서울,은평구,462552,61,10,117,80,10,0.01318770646327332,0.0021619190923398883,0.025294453380376693,8.547008547008547,68.37606837606837,8.547008547008547,12.5
12,개인 간병 및 유사 서비스업,서울 서대문,서울,서대문구,318874,41,3,32,32,0,0.012857743183828095,0.0009408104768654703,0.010035311753231684,9.375,100.0,0.0,0.0
13,개인 간병 및 유사 서비스업,서울 마포,서울,마포구,368181,48,6,116,69,41,0.013037066008294834,0.0016296332510368542,0.03150624285337918,5.172413793103448,59.48275862068966,35.3448275862069,59.42028985507246
14,개인 간병 및 유사 서비스업,서울 양천,서울,양천구,445591,70,14,175,124,36,0.01570947348577507,0.0031418946971550144,0.03927368371443768,8.0,70.85714285714285,20.57142857142857,29.03225806451613
15,개인 간병 및 유사 서비스업,서울 강서,서울,강서구,578539,99,14,261,201,22,0.017112070232084612,0.002419888719688733,0.04511363970276852,5.363984674329502,77.01149425287356,8.42911877394636,10.945273631840797
16,개인 간병 및 유사 서비스업,서울 구로,서울,구로구,433765,89,14,219,109,98,0.02051802243150093,0.0032275540903484606,0.050488167556165205,6.392694063926941,49.77168949771689,44.74885844748858,89.90825688073394
17,개인 간병 및 유사 서비스업,서울 금천,서울,금천구,249344,38,5,70,65,0,0.01523998973305955,0.0020052618069815193,0.02807366529774127,7.142857142857142,92.85714285714286,0.0,0.0
18,개인 간병 및 유사 서비스업,서울 영등포,서울,영등포구,395286,70,9,71,58,0,0.017708696994075176,0.0022768324706668084,0.01796167837970482,12.676056338028168,81.69014084507043,0.0,0.0
19,개인 간병 및 유사 서비스업,서울 동작,서울,동작구,397980,69,8,120,82,12,0.017337554650987488,0.002010151263882607,0.030152268958239106,6.666666666666667,68.33333333333333,10.0,14.634146341463413
20,개인 간병 및 유사 서비스업,서울 관악,서울,관악구,510303,138,5,115,59,12,0.02704275695028248,0.0009798100344305246,0.022535630791902066,4.3478260869565215,51.30434782608696,10.434782608695652,20.338983050847457
21,개인 간병 및 유사 서비스업,서울 서초,서울,서초구,409491,61,15,230,128,0,0.014896542292748801,0.0036630841703480664,0.05616729061200368,6.521739130434782,55.65217391304348,0.0,0.0
22,개인 간병 및 유사 서비스업,서울 강남,서울,강남구,507810,95,27,525,446,46,0.018707784407554006,0.005316949252673244,0.10338512435753529,5.142857142857142,84.95238095238096,8.761904761904763,10.31390134529148
23,개인 간병 및 유사 서비스업,서울 송파,서울,송파구,638167,87,13,202,138,54,0.013632795177437882,0.002037084336858534,0.031653156618878756,6.435643564356436,68.31683168316832,26.732673267326735,39.130434782608695
24,개인 간병 및 유사 서비스업,서울 강동,서울,강동구,414231,47,11,212,181,25,0.0113463260837552,0.0026555231259852595,0.05117917297353409,5.188679245283019,85.37735849056604,11.79245283018868,13.812154696132598
25,개인 간병 및 유사 서비스업,부산 중구,부산,중구,42766,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
